reviewid,rating,title,review,review_date,stay_date,trip_type,room_tip,origin
861335224,50,Late check in at the hotel la croix,Ashley have was an absolute sweetheart at check in. Very welcoming this hotel is located in the best spot. Central Waikiki makes it to hard for people to like to walk to get over to Ala Moana. If you check I. Ask for Ashley she will hook you up.,Sep 2022,September 2022,Traveled as a couple,,
861334334,50,The best hotel in the city,The hotel was in the perfect neighborhood. It was an easy walk from the city centre and Waikiki beach. The hotel staff was really nice and helpful especially Ashley who help us with all of our questions!,Sep 2022,September 2022,Traveled with friends,,
861279684,50,Stay In Honolulu,Anna was great help checking in. Great location and friendly staff. A nice smaller hotel in a convenient location. Staff were very engaged upon arrival. Looking forward to the stay over the next few days while I am on the Island. Would recommend.,Sep 2022,September 2022,Traveled solo,,
861269058,50,Great Place Great Location!,"The staff is so nice and accommodating here. We requested an early check in, which was granted. Its right in the heart of Waikiki and was a great place to stay. Anna at the front desk was the best and super friendly!",Sep 2022,September 2022,Traveled with family,,
861263820,50,My Appreciation,"My international flight connection out of Honolulu was unexpectedly delayed and rescheduled so I had to find accommodation at short notice for an unplanned overnight stay. My flight from Las Vegas arrived at 5:00am so I wanted to find somewhere to stay that had 24 hour check in/out and early room check in....not easily done at short notice! I found the Hotel La Croix on Airbnb and the reviews were good so I made a booking, without receiving confirmation I went straight to the hotel and was received by a very welcoming team at reception. After explaining my situation, Anna was very helpful in assisting me. She located my unconfirmed reservation, found a comfortable room for me and I was checked in by 9:30am. What more can I say, thank you Anna and team for your great customer service and warm welcome.",Sep 2022,September 2022,Traveled on business,,
861117345,50,Quick visit,"Room was fabulous and clean! Staff was super helpful, Anna at the front desk is a rockstar- helped us check in early, was super responsive, answered all my silly questions and made us feel right at home. Great place! Building is under construction but worth it",Sep 2022,September 2022,Traveled with family,,
861112938,50,Great customer service,"Anna was excellent in helping us getting checked in. It was an easy and smooth experience. She gave us many resources and tips, and was very accommodating in our check in. The hotel is also very nice and welcoming. Thanks hotel La croix!",Sep 2022,September 2022,Traveled as a couple,,
861111234,50,Fun & Friendly!,"Anna helped us check in and was wonderful, friendly, and very helpful! Smooth checking! Fun location and great amenities! Close to so many fun places. Easy access and very convenient! Highly recommend!",Sep 2022,September 2022,Traveled with family,,
861110945,50,Great so far!,"We just arrived and Anna has been so helpful. The hotel is beautiful and we are so glad we booked here! The location of the hotel is awesome, close to our other friends staying in nearby hotels. It was a quick ride from the airport!",Sep 2022,September 2022,Traveled with family,,
861097128,50,Amazing,Had some friends of ours have a really terrible experience at another hotel. We suggested they try and find a place here at the La Croix. Anna at the front desk went above and beyond accommodating them to make their experience here turned around. Very excellent service. She needs a raise.,Sep 2022,September 2022,Traveled with family,,
861096827,50,Getting Our Hawaii Vacay Started,"We had a last minute change to our hotel reservations, made one at Hotel Lacroix and walked in and stopped at the front desk to see if we could do early check-in and Anna helped us out. She was great, helped get us checked in with early access, local tips and made us feel super welcome. Looking forward to our stay here.",Sep 2022,September 2022,Traveled as a couple,,
860968406,40,"Juvy, at reception is awesome","Spents 2 days here and no problems, no extra frills but it had everything I needed. LOVED the pool . Room was clean. STAFF WAS SUPPLER FRIENDLY!!! Juvy checked me in, gave me lots of info and let me keep my bags there 6 hours early the day of check-in and the day of check out for 7 hours, very appreciative!! Douglas was there when I had to grab my bags and also very friendly.. Would stay again for sure .",Sep 2022,September 2022,Traveled solo,,
860959423,50,Stay at the La Croix,Lovely hotel downtown. Awesome atmosphere and excellent customer service. Anna at check-in was amazing. Very sweet and attentive and made our check in process super fast and easy. Would love to stay here again whenever we visit Maui. It’s pet friendly also!,Sep 2022,September 2022,Traveled with family,,
860938888,50,Best hotel in Waikiki!,"As a resident of Hawaii, I visit Waikiki often. I have stayed at many hotels. None can even come close to the customer service at Hotel La Croix. They are so kind, accommodating, helpful, and friendly. I will never stay anywhere else.",Sep 2022,July 2022,Traveled with family,,"Kihei, Hawaii"
860779534,50,Amazing staff. And all around solid hotel stay,Everyone was so friendly and accommodating from the moment we valet our car. To the the check in. Everyone went above and beyond to make sure we were taken care of. Shirin was especially helpful. She answered all my questions and helped me figure out what to do for the day. Thank you Shirin,Sep 2022,September 2022,Traveled with friends,,
860756846,40,Excellent customer service,"Anna was quick and hilarious as she helped to check us in. The hotel was chic and had coffee and cold lemon water each day. Being attached to an ABC store was super useful too. The rooms were clean and cool, close to many things on the Waikiki strip. We used the easy valet service one night as we rented a car for Lanikai and the North Shore.",Sep 2022,September 2022,,,"Vancouver, Canada"
860629396,50,Beautiful hotel and easy check in,Sharon was very delightful and helped me check in early. There was free coffee and a great amenities like a pool and gym. They helped us with our bags and it was easy to get to the hotel and abc store is next door!Would be coming back soon,Sep 2022,September 2022,Traveled with family,,
860475205,50,Hotel La Croix Visit,"Excellent hospitality and staff. Helpful and informative.  Rooms are clean and well kept. Close to downtown, restaurants. Also they have valet parking for an additional 42 dollars per day. They are helpful as well",Sep 2022,September 2022,Traveled as a couple,,
860472641,50,Highly recommend!!!,"Anna was Amazing and was a huge help at check in and throughout my stay. Great hotel perfect location. So close to ahops, restaurants and the most beautiful beach in the world!! Definitely would stay here again",Sep 2022,September 2022,Traveled with family,,"Spokane, Washington"
860354549,50,Excellent customer service,"Excellent customer service by the friendly Douglas at the front counter. We were looked after very well during our stay at night time by Douglas. Very accommodating enthusiastic and always ready to help when needed. A valued asset to the business. Much alohas from the Smith family of new zealand Doug, you're awesome.",Sep 2022,September 2022,Traveled with family,,
860324637,50,.,The staff at this hotel are very welcoming and inviting right as you arrive. Staff was friendly and very accommodating. Clean rooms will a terrace and view of the water. As well as a beautiful pool. .,Sep 2022,September 2022,Traveled with friends,,
860275263,40,Accommodating stay at La Croix,"Stayed for 5 nights at La Croix. Hotel is in a very close location to many amenities, shopping, and food, within walking distance. Hotel room is a little outdated, but staff and service definitely made up for it. Anna ,at front desk, was very helpful with any requests or questions we had. Besides the small issue at check in that staff quickly corrected, the stay was very accommodating. There is city construction going on across the street, so if your in your room for the day, it will be a bit overwhelming after a few hours, but if your gone for the day, when you return the construction is finished for the day.",Sep 2022,September 2022,,,
860274931,50,Awesome service from Shirin,"Excellent customer service when we arrived from Shirin who went above and beyond to look after us. Mahalo Shirin🌺 you are an asset to La Croix hotel keep up the awesome work. Much arohas from Mrs Smith, Taupo New Zealand🤙🌺",Sep 2022,September 2022,Traveled with family,,
860019097,50,Love the staff here!!,"Booked my entire vacation through Priceline including my hotel stay at Hotel LA Croix. The hotel is a little outdated especially in the rooms/bathrooms, but the staff here are absolutely wonderful. Manager Douglas was super accommodating when I learned my room did not have a microwave. I initially asked if my room was supposed to come with one since my reservations showed it did and I paid for it. Douglas stated it was an error on Pricelines side and that they haven't updated their inclusions/ exclusions. But after that, Douglas went above and beyond and gave us access to the VIP lounge/terrace which had a microwave and other amenities. He didn't have to do that since it was Priceline who posted an outdated picture, but he was super nice about the whole situation. So far our stay here has been comfortable and relaxing. The Hotel staff have made the stay much more comfortable. We will definitely be booking here again. Thank you to all the young ladies at the front desk who are helpful, approachable and super sweet. And thanks again to Douglas for all your help and being soo understanding.",Sep 2022,September 2022,Traveled as a couple,"Parking is $42 a day, Priceline listed that wrong too.","Ontario, California"
859998412,50,Staycation,Wonderful experience at Hotel La Croix! The staff and service were excellent and made this a weekend to remember. Beautiful amenities and Vincent at the pool bar provided exceptional customer service. I look forward to my next visit!,Sep 2022,September 2022,Traveled solo,,Hawaii
859976994,50,Very comfortable hotel.,"I enjoyed my stay here at Hotel La Croix, they accommodated all me and my boyfriends needs and made us very comfortable. Douglas especially went out of his way to make sure to help us with anything we needed. Our a/c was not working very strong at first, but after informing Douglas he made sure it was fixed and working immediately which was very appreciative on our part. He was the best!    The only thing that lacked for me personally was the pool is a bit small and overpacked, and the beds are bit too hard for my liking.    Other then that 5 stars!",Sep 2022,September 2022,Traveled as a couple,,
859964343,50,Stay at La Croix hotel,Anna at front desk was outstanding. Allowed us early check in straight off out flight for no extra charge and looked after us by ensuring our other party arriving later in the day got a room next to ours. Great service to get after a 10hr flight.,Sep 2022,September 2022,Traveled with friends,,
859851692,50,Hotel La Croix 👍,The Aloha spirit (kindness /love) thrives at Hotel La Croix in Waikiki. The staff are gracious and welcoming. The hotel is within easy walking distance to the beaches and a variety of restaurants and eateries. My family enjoyed our stay. We will return.,Sep 2022,September 2022,Traveled with family,,"Los Angeles, California"
859829264,50,Best Choice,Would like to say that Hotel La Croix is the best choice I ever made. love that simple fact that place is being upgraded slowly. Staff are friendly and smiled. This young lady name Renee she’s the inspector. Caring her cute little pink bag & the clipboard in her hand. I saw her more than once and she’s always smiling and told me and my family to check out a spot that was no more than a five minute walk best suggestion she ever made. I’m definitely coming back.. Love & Aloha for sure. Mahalo La Croix family,Sep 2022,September 2022,Traveled with family,,
859822882,50,Stay at Hotel Lacroix,"I stayed at Hotel Lacroix and the fee was very fair and the hotel was very nice and clean. Anna, at the front desk, was very accommodating and helpful. I definitely recommend this hotel to anyone who is visiting Waikiki.",Sep 2022,September 2022,Traveled with friends,,
859821366,50,Ms,"La Croix Hotel has wonderful service, Shirin at reception was so kind and helpful! She made check in a breeze.  Hotel has nice refurbished rooms. Cool, young vibe with an awesome pool and bar area. We would definitely recommend to friends and family.",Sep 2022,September 2022,Traveled with friends,,
859819122,50,Check in,Check in staff super friendly and helpful. Early check in a definite bonus. Valet parking easily accessible and again super friendly staff. Mahalo 😁  Looking forward to getting into the room and enjoying the services.,Sep 2022,September 2022,Traveled with family,,
859818029,50,Awesome experience,Anna was amazing she was very helpful in helping us find the best local spots! Amazing location 5 minutes from the beach coming back again. The location has been newly remodeled as of 2021 definitely the best deal in town!,Sep 2022,September 2022,Traveled on business,,
859814182,50,Best hotel in waikiki,"First time in Hawaii and I couldn’t have picked a better hotel to stay in . The staff around the clock all  Shifts were the nicest and accommodating staff I have ever had in any hotel. Front desk , the house keeping , the bartenders , everyone has made out honeymoon trip an amazing experience",Sep 2022,September 2022,Traveled as a couple,,"Bay Harbor Islands, Florida"
859813102,50,Great staff,"Shirin was excellent and helped us store luggage, get extra stuff and more. The room was nice. An area of improvement would be changing pillow casee more frequently. I can't wait to visit again, there are a lot of amenities.",Sep 2022,September 2022,Traveled with family,,
859804484,50,Amazing service from Anna!!,I was an absolute mess when I walked into the hotel & she sorted us out and fix all our problems.  Got us right into a room so we didn’t have to stress anymore!  Thank you so much for having us la Croix!,Sep 2022,September 2022,Traveled with friends,,
859804432,50,Anna is amazing,"Anna was Amazing and her service was extremely helpful. She let us check in early as she knew we were under some stress and was absolutely lovely to speak to, I look forward to staying here again next time I’m in Hawaii",Sep 2022,September 2022,Traveled with friends,,
859541508,50,Wonderful staff,The hotel staff were wonderful especially Mhila from housekeeping. We appreciate the help and level of service we received. They met our every need in a timely manner. Our room was very clean with a view of the ocean. The best!,Sep 2022,September 2022,Traveled with friends,,
859511649,50,Awesome vibes,"We had the best stay at La Croix. Douglas at the front desk sorted us out super well, everyone there was so nice, and Vince at the pool bar was the best for fun recommendations and making amazing cocktails. We could’ve stayed by the pool all day! Some days we definitely did. Best place for the perfect girls trip! Can’t wait to come back!",Sep 2022,September 2022,Traveled with friends,,
859454314,50,Vacation,The receptionist Douglas was really helpful and overall the hotel crew was very nice and courteous. The hotel was very clean and near all activities. My friend and I felt in good hands all the time. :),Sep 2022,September 2022,Traveled with friends,,
859450770,50,Loved the service,"Douglas , Craig and the entire staff at this hotel were such amazing hosts, and gave us great suggestions on local eats and things to do. Would highly recommend this hotel when in Hawaii! Also very central to everything :)",Sep 2022,September 2022,Traveled as a couple,,"Toronto, Canada"
859439383,50,Back again to stay and will continue to choose hotel LaCroix when we visit again,This is our second stay at hotel LaCroix and we love it here. Staff were all very friendly especially Anna who helped us with the check in. We especially enjoyed the monkey pod access that came with our Terrace leveled room. It was a real nice addition and perk.    Highly recommend!!!,Sep 2022,September 2022,Traveled as a couple,,
859309529,50,First time in Hawaii in a nice Hotel :),"Nice Hotel Right in Waikiki.  We had a perfect service experience with Anna and Loraine, they both where really nice and cooperative.  Overall very pleased with the hotel, clean and easy.  Nice check in even could allow early check in very glad to be here",Sep 2022,September 2022,Traveled with friends,,"Maulbronn, Germany"
859309446,50,"First time Hawaii, good hotel","Very good service from Loraine and anna, had a good stay, we would recommend the hotel. The room was very clean and the checkin was easy, we could check in before normal check in time. We had a good time and will come back. Nice service and food would recommend.",Sep 2022,September 2022,Traveled with family,,
859282386,50,Happy guests,Every aspects of our stay exceeded our expectations. Great staff! Mhila the housekeeper did a good job with cleaning our room. She made sure we have everything we needed. The location was perfect. I would highly recommend.,Sep 2022,September 2022,Traveled as a couple,,
859251864,10,Not Worth the Price,The 3rd of August myself and three other guests were greeted by the hotels hosts and we were told we have to pay an additional fee of $35/person alongside having to wait 3 hours past my requested check in time of 12 O' clock. This was my first experience with such inexperienced staff at a beautiful hotel. Will unlikely choose this location again. Hopefully they'll figure out the workers shortage sooner than later.,Sep 2022,August 2022,Traveled on business,,"Totton, United Kingdom"
859166186,40,A nice stay,"All the staff are extremely friendly, patient and helpful. Last night, we came back late, Douglas went extra step to make sure we got all we needed. We really appreciate his help.    Some hardware/gears in the hotel could be improved upon.",Sep 2022,September 2022,,,
859059553,50,The Staff,"We were impressed with the staff, they provide an exceptional service. Our issues and requests were addressed timely. A big thank you to Mhila, she's the one cleaning our room and she's very helpful. The pool area is awesome and clean. Definitely a great stay.",Sep 2022,September 2022,Traveled as a couple,,Missouri
858987119,50,Nice hotel,"Really nice hotel in a great location! The staff were friendly and extremely helpful, especially Douglas who made sure we had everything we needed during our stay. Room was a good size and it was great to have a fridge in the room too. Would recommend the hotel",Sep 2022,September 2022,Traveled as a couple,,"Dublin, Ireland"
858983093,50,Douglas,Douglas was very welcoming as soon as we walked in the lobby. His contagious personality was a wonderful start to our family vacation. The hotel is on the cutest street and we will definitely be coming back.,Sep 2022,September 2022,Traveled with family,,
858971801,50,A wonderful stay,"Considering it was most of my family’s first time in Hawaii, Anna was a wonderful delight in making sure we had a pleasant stay at the hotel La Croix. She made sure everything was perfectly set up for us, and that my grandfather (WW2 navy vet) was well accommodated!",Sep 2022,September 2022,Traveled with family,,
858971530,50,Vacation,"Anna was amazing, so helpful and welcoming!! We were celebrating my dad’s 99th birthday and she greeted him and introduced herself. The vibe here is really nice. And location is great. We look forward to seeing the island. We would definitely come back to the La Croix!",Sep 2022,September 2022,Traveled with family,,
858963111,50,First time hawaii,The reception Anna was very hospitality warm heart . Rare card of us with a sweet smile .Very nice service. It’s my first time to be hawaii . Very good experience! Definitely recommend this hotel ! Next time I’m gonna come back !,Sep 2022,September 2022,Traveled with friends,,
858963101,50,First time in Hawaii,"Anna is so nice and kind and beautiful and easygoing 😍 girl, I will come again next time, and hope to see her too, I like her smile a lot, and I will recommend my friends to live here too, so nice and wonderful start.",Sep 2022,September 2022,Traveled on business,,
858848530,50,This hotel provides exceptional service. Especially grateful to front desk receptionist Shirin,"I'm local and needed to unwind when moving in between spaces. Life had been stressful for me the previous week. So I took a forced vacation stay at La Croix. The staff was very helpful and understanding, plenty of thanks to Shirin she cheered me up. I like the exceptional service of the hotel I felt welcomed, and that's exactly the feeling you need during the hotel stay",Sep 2022,September 2022,Traveled solo,Service and neatness makes the best experience,
858847101,40,Fantastic modern boutique hotel primed to be the shiz!,"Location….. north western tip of the main Waikiki strip. Out front is a park with direct access to the beach. (Huge plus, no narrow paths to hunt down to access the sea!) proximety to everything you need and want…. Food, booze, airport, water, sights to visit, you name it!)    Staff…. Above and beyond!! Juvy was our (trainee) host at check-in. She did a bang up job getting us in and sorted so soon! Ashley was a gem, making sure our room was perfect in every way!! Vincent was a rockstar at the pool. The parking / valet team was quick, courteous and most friendly regardless of how many times you came and went. The new GM Will has the makings of a fantastic team. They emulated the Love and Aloha spirit. Thank you ALL!!",Sep 2022,September 2022,Traveled as a couple,Go for the Terrace level rooms. Youll thank me.,
858839154,50,Awesome location and super friendly staff,Douglas helped us out throughout the stay and was super friendly. The front desk was always there to greet us every time we walked in and out. The hotel went under renovation recently and the rooms look great! Definitely recommend this hotel for anyone staying in Waikiki.,Sep 2022,September 2022,Traveled with friends,,
858780924,50,Comfortable and convenient,"Great location. Can walk to anywhere in Waikiki. Rooms are generously spaced (for Waikiki standards) and staff ultra friendly. Dont need anything else for a hotel room in Hawaii. Perfect. If looking for clean safe n comfortable, dont need anything else than here.",Sep 2022,September 2022,Traveled with family,,
