web-scraper-order,web-scraper-start-url,name,origin,topic,review,stay,triptype,rate
"1665328641-2196","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","Amal M","Tinley Park, United States8 contributions1 helpful vote","Short but Sweet","I had a short stay of one night at this beautiful hotel as I stopped by to do a quick site inspection so I filled in a lot in 1 and half days here.  The room was nicely laid out with modern Hawaiian decor and upgrade amenities.  The property sits beautifully on the ocean with several ponds.  Snorkelers would love this property.  They also had a water activity shack that offered several activities and we did a sunrise canoe paddle, which is recommended for anyone that wants to feel the spirit of the island as well as canoe surfing for those with a more adventurous soul. They have restaurants and bars that are nicely set with beautifully views.  The Canoe House is one of the best restaurants I have dined at and that is saying a lot considering I specialize in culinary wine tours. But when my daughter said her dad was out cheffed after dinner at the Canoe House, you know it was good as she is a daughter of a chef and she has been eating in fine restaurants since she was a toddler.  This is a true 5 star hotel and the service and food matches it's rating.  As the saying goes, you get what you pay for, so if you want a luxury Hawaiian experience, the Mauna Lani is for you.","Date of stay: October 2022","Trip type: Traveled on business","ui_bubble_rating bubble_50"
"1665328641-2197","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","voyager1500","London, United Kingdom6 contributions","perfect","The Mauna Lani is incredible. The food, the rooms, the view, the location and the absolute best in customer service. They truly care and go the extra mile every time. From housekeeping, valet, front desk, restaurant servers, everyone cares so much and it shows. It has everything you need. Snorkeling right off the beach is great. The pools are beautiful and clean. Great for families with children and adults. It never felt crowded. The Canoe house is one of the best restaurants on the island and fit us in when our plans changed. It was perfect. Can't wait to go back.","Date of stay: August 2022","null","ui_bubble_rating bubble_50"
"1665328641-2198","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","sallygwilliams","1 contribution","Incredible location and customer service","The Mauna Lani is a beautiful resort with incredible customer service. From check-in to check-out the staff was attentive and extremely helpful. We had a change in our itinerary and had to check-in two days earlier than expected - we called the day of and they made it work for us including organizing an airport pickup. The food is incredible as well - a great mix allowing you to dine at the resort all week. I will absolutely be returning to this beautiful resort!","Date of stay: September 2022","null","ui_bubble_rating bubble_50"
"1665328641-2199","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","Heather W","St. George Island, Florida8 contributions15 helpful votes","Wonderful Stayca","Incredible resort. Beautiful property. Very walkable which is something we love to do. The gym was very large and well equipped.

There are no words to explain how amazing the staff was. Kim, manager in training, remembered our names even through that was a huge wedding party during our stay. Valet staff so friendly. As well as the Surf Shack staff.

Rooms were comfortable, large inside and out. Modern and Bluetooth enabled.

Remember to ask for Kama'āina rate 😉","Date of stay: September 2022","null","ui_bubble_rating bubble_50"
"1665328641-2200","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","Jocelyn S","1 contribution","Beautiful and Luxurious Hawaiian Resort","Mauna Lani is an absolutely beautiful property with luxurious amenities, exceptional food, and a very knowledgeable and friendly staff. They were also extremely accommodating with food allergies. We loved our stay and are already dreaming of our return.","Date of stay: August 2022","null","ui_bubble_rating bubble_50"
"1665328641-2201","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","John G","1 contribution2 helpful votes","Best Hotel Resort in the Big Island","Beyond our expectations and Love your Resort and the Island in itself. Will come back and more so because from the Concierge/Pre-Concierge Staff to the front Desk Associates, to the Resort Drivers to the ladies whom fix the rooms 2x a day! Special cheers to Zack and his staff/ Megumi Ochi,Bailey Slevin, Tami Naungayan,Gerry,Kalei. Mark at the Front Desk was amazing too.The guys ( Keanna & Jerimiah) with the Canoe and standing paddle experiences we've taken. Kai serving the amazing Coco Mules!!  And handful of others whom I didn't get their names. Top Notch Resort overall.
Great Beach and temps was amazing and didnt' want to get out. Pool areas were very well respected and Adult Pool if you want to have down time was excellent. The restaurants was very good and great / friendly service. the nice breeze all around the hotel and grounds was amazing. The feel makes you feel you are on Vacation and not much else matters. From the Canoe and the walks around the entire Resort was amazing. Sunset was something you won't forget. Very well kept grounds and basically the entire resort. Constantly cleaning. Love the feature you can text with concierge and immediate text back to all your needs or even concerns.","Date of stay: August 2022","null","ui_bubble_rating bubble_50"
"1665328641-2202","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","Mike M","6 contributions","The best, period","We could not have been happier with our stay at Mauna Lani. It starts and ends with the service, which is world-class, on a par or better than anywhere we've stayed. Mel, the bell captain, is the nicest and most accommodating person! We told him we needed our car at certain times and it was always ready for us, including once with two ""heart"" leis on the front seat when we were leaving for a family ceremony. Everyone else was equally nice and attentive, including Charlie, Cym and Cori at the Ha Bar and Grill ... we felt like we were the owners! The beach is small and somewhat rocky but there are wonderful cabanas for lounging, and once you're out there the fish are numerous and there are two large turtles who swim around, oblivious to swimmers. The service at the adult pool was prompt and friendly; they refilled our ice water regularly and checked on us to make sure everything was OK. We ordered a poolside pizza and it was tasty! Equally tasty but fancier was the Canoe House restaurant, and we met the chef and general manager, Matt and Yuka, who were most kind and gracious. And the food was five-star! Our room was fabulous, overlooking the (quiet) adult pool and with a view of the ocean. Service was prompt every morning and evening (with turndown service), the bed was super comfortable and the bathroom was large and wonderful! Forty-one years later, it was a true second honeymoon. (And all week people were wishing us a happy anniversary!) We would love to go back!","Date of stay: August 2022","null","ui_bubble_rating bubble_50"
"1665328641-2203","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","chandni m","New York City, New York9 contributions5 helpful votes","Wow had the best stay and don’t miss the photoshoot!","This was such a relaxing trip , the service was great and ambiance was perfect. We did a photoshoot with Israel- Corale Photography and he was simply the best , extremely accommodating, understood what we wanted and I cannot write enough on how creative he is . He was the Cherry on top our beautiful trip !!","Date of stay: August 2022","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665328641-2204","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","Tenli Y","28 contributions19 helpful votes","Perfect resort experience","Our recent stay at Mauna Lani could not have been better.  The resort is beautiful and comfortable..  Service was impeccable, every single person was friendly, helpful, and went beyond.  Our room was quiet and had amazing views.  I can't say enough about how wonderful our time there was.","Date of stay: August 2022","null","ui_bubble_rating bubble_50"
"1665328641-2205","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","infoE5297SD","Miami Beach, Florida2 contributions4 helpful votes","SPECTACULAR","Have never stayed at a more beautiful and amazing property. Rooms and service are SUPERB. Beach service was incredible. The restaurant called Canoe House a great experience. The sunsets and sunrises are something to experience at this property. No words can explain.","Date of stay: August 2022","null","ui_bubble_rating bubble_50"
"1665328641-2206","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","Navigator","1 contribution","The absolute best!","Beautiful property, even better employees, treated more like family in the best way possible.  A resort is only as good as the people who work there and if there was only one place that I had a choice in visiting again it would be the Mauna Lani resort..","Date of stay: August 2022","null","ui_bubble_rating bubble_50"
"1665328641-2207","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","patti903","Las Vegas, Nevada1 contribution1 helpful vote","Mauna Lani Auberge Big Island, Hawaii","A most beautiful resort nestled on a beautiful beach with crystal clear water and awesome snorkeling.
The service, restaurants, water sports, activities are 5 STAR! A must do: Sunrise Canoe and Canoe snorkeling trip. Both added to the Hawaiian warmth and culture. The Canoe House restaurant is a delight! The food, sunset, service all amazing! The beach cabanas are fabulous. Both pools very nice with plenty of seating. Very good for families and multi  gen families. They did an excellent job on the renovations. We will be back! I am a travel agent and pretty hard to please when it comes to hotels. One of my favorites for sure!","Date of stay: August 2022","null","ui_bubble_rating bubble_50"
"1665328641-2208","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","sdgzakaria","San Diego, California1 contribution","AMAZING HAWAIIAN EXPERIENCE","I loved Mauna Lani. It was the pure essence of what you imagine a Hawaiian vacation to be. Perfect sunsets with green flash off protected cove, reef, snorkeling, palm trees, trade wind breezes. Kids Club was amazing, My kids loved it. They learned to fish and local crafts. We walked to petroglyphs, enjoy relaxing and active vacation from this premium resort.","Date of stay: August 2022","null","ui_bubble_rating bubble_50"
"1665328641-2209","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","Evan F","New York City, New York3 contributions","Did not disappoint, book this for big island!","Went here for babymoon, first time visitor but now planning to come back again - service was fantastic and property itself was incredible, love the post-renovation open air design. Food and leisure options on-resort were also quite solid, and the rooms themselves were clearly modernized versus some of the other properties in Hawaii that look to have more dated or inconsistent features (partial updates).","Date of stay: August 2022","null","ui_bubble_rating bubble_50"
"1665328641-2210","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","P G","pa164 contributions96 helpful votes","Expensive very well decorated","Essentially brand new..beautiful details, great common area, manicured lawns, 3 pools for specific ages, 2 beaches, 
The beach in front of the hotel is  rocky to enter….. the one that’s 10 minutes walk is quite lovely lots of fish near the reef  edges
always available ice water, towels, sun block.
Limited expensive casual food options..coffer bar opens at 5:30, great breakfasts loved veggie hash 
Very functional rooms, good places to plug in gear, loads moisturizer,  comfortable beds, multiple pillows, very clean 

Stay away from rooms ending on x60-70. Over restaurant area..noisy better to request garden view, quiet but lacking ocean view.

The last two days we were at the resort found the common pool  out of service …this  left children on 2 very hot day without a pool despite and essentially deserted adult pool 
 the management was unable to come up with ideas to entertain children with water despite suggestions such as sprinklers, water balloons or timed entries for the adult pool…..
So $1400/day for a room with all additional services fee based and an additional $6/2 slices of toast with breakfast entree seems somehow wrong…it is beautiful but…..","Date of stay: August 2022","Trip type: Traveled with family","ui_bubble_rating bubble_30"
"1665328641-2211","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","TucsonTim","Tucson147 contributions155 helpful votes","Rename the Resort to Mauna Lani Kids Club...5 Star Property with 1 Star Adult Experience","After staying at the 4S many times, I thought we would try something different.  I wish I had known that this resort would be literally over run with babies, toddlers and pre teens.  Maybe it was just a bad week, but I doubt it.  Clearly, there is an effort to attract young families.  In fact, now that I look at the Trip Advisor description, ""Romantic"" and ""Family Resort"", and reviews that rave about ""the best kids club ever"".   I should have seen the red flags.

Screaming children from sun up to sun set.  Even going early to breakfast we were surrounded by couples with babies and toddlers.  Parents with no regard for their bare foot children in pajamas running around the restaurant screaming. and climbing over everything.  You can't even escape it at the upscale canoe House. 

The facility, the service, the updated rooms, the location are all great but if you are looking for a beautiful quiet romantic get away, look else where.","Date of stay: August 2022","null","ui_bubble_rating bubble_30"
"1665328641-2212","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","alanbender2022","Bellevue, Washington1 contribution","recent guest","excellent service, high quality of food, nice room and very nice people. the location of the resort and it's refurbished condition was excellent. staff recognized us by name everyday which was very comforting.","Date of stay: August 2022","null","ui_bubble_rating bubble_50"
"1665328641-2213","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","jlacroute","Napa, California3 contributions1 helpful vote","Stunning, modern and timeless","This is one of the most beautiful hotels I've stayed.  The staff was incredible and if you walk to the 6th floor early in the morning and look below to the bamboo you will discover thousands of tiny birds chirping and flying about.  Really spectacular stay.  Plan to eat at both restaurants.  We didn't, but after the first few days, we discovered it is really the best food on the island.","Date of stay: August 2022","null","ui_bubble_rating bubble_50"
"1665328641-2214","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","NokMc","Singapore, Singapore128 contributions54 helpful votes","Fantantic stay to recharge and bonding with family","We revisited Mauna Lani after over 2 years. It's very pleasant to be back and everything was in perfect condition like when we left.  This time we took our 3 teens with us to be pampered and they truly were.  

The pool and activities around there was so much fun.  We had a blast playing giant Jenga and head to the beach. Dining around the resort was really nice. Food was of high quality and also the services were top notch.  We stayed at Mauna Lani as our last leg of Hawaii Islands adventure to recharge and relax prior to heading back to Singapore for work and study and it was a great decision.  The hardest part was leaving.  

Thank you Mauna Lani staffs for taking great care of us and made our holiday wonderful.  We felt like staying home and love to go back one day.","Date of stay: August 2022","null","ui_bubble_rating bubble_50"
"1665328641-2215","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","BigLeagueC","Tucson, Arizona17 contributions25 helpful votes","Good not great…probably should have gone to 4S","Picked the hotel after a debate on whether to spend the extra $$ on four seasons or go with Mauna Lani.  The good with Mauna Lani - housekeeping, rooms were clean and modern, beautiful lobby, excellent food albeit very pricy.  Canoehouse was the best dining experience we had on the island.

The parts that didn’t make it the 4 seasons: mediocre valet service (lost my car twice and multiple times didn’t have my car ready after calling 10 minutes prior).  Very few planned kids activities when staying at resort for a pool day.  Small beach, small bar and no available 2 hour late checkout despite renting 2 rooms for 9 nights for a steep price.

It is the little things that matter at this price point and Mauna Lani doesn’t quite measure up to the four seasons hotels across the islands.   we will be staying at the 4 seasons next year.","Date of stay: August 2022","null","ui_bubble_rating bubble_40"
"1665328641-2216","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","konasunsets","Holualoa, Hawaii14 contributions3 helpful votes","Mauna Lani never fails to impress","From the moment you arrive, you feel welcome and invited to relax and enjoy the beautiful surroundings. The new pools and the beach area are lovely. Having both a kiddie pool and an adult only pool is wonderful.","Date of stay: July 2022","null","ui_bubble_rating bubble_50"
"1665328641-2217","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","ReemSood","Huntington Beach, California1 contribution1 helpful vote","Amazing","We have stayed at top notch hotels. This was our best vacation ever. Mauna lani had the best service. Everyone made you feel welcome and special. The suite was amazing, clean and spacious. The resort gave an authentic Hawaiian feel. The kids club was like no other. First off the kids club was included all you have to pay for is lunch. They take the kids on hikes, fishing and to pet sea animals in the tide pools. I can not recommend this place enough.","Date of stay: July 2022","null","ui_bubble_rating bubble_50"
"1665328641-2218","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","ErwinFromBelgium","Antwerp, Belgium194 contributions278 helpful votes","Impressive by all means","We stayed for 3 nights during a multi island trip, and chose the Mauna Lani after previous experiences with Auberge. The hotel is in a great location, and like others state, after the renovation everything looks and feels fresh and updated.
Our room deluxe with ocean views was well appointed with all amenities needed - though a bit on the small side.
Pool area and beach are great; as is the spa and the gym.
With regards to service and value for money, other hotels we stayed at during this trip (like the FS, the Halekulani) beat the Mauna Lani.
F&B was between good (breakfast and lunch) to great (we went twice to the CanoeHouse - the second time we got the tasting menu and asked for pairing drinks and were very impressed). A nice plus, you can BYO if the wine is not on their list. A minus and something that completely puzzles me is the Bed&Breakfast rate we paid for: we got a daily USD 80 allowance for the two of us…but the standard breakfast buffet is USD 55/person. I have never seen a system like that, and when paying USD 2000/night, doesn’t feel like good customer service…
The other attention point is the pool service/policy: they state they have a 30min policy (like we experienced one day, we put our stuff on sunbeds and went for breakfast to find our stuff taken away from the sunbeds upon return…) whereas we have also seen larger groups reserving sunbeds early morning only to show up late afternoon…without a problem. The lady at the pool was also pretty rude when we made a point about this…

So, a great choice and if they work a little on service and amenities, unbeatable.","Date of stay: July 2022","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665328641-2219","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","okevin7","Littleton, Colorado14 contributions22 helpful votes","A beautiful property but service doesn't always live up to the location","This is a wonderful property and location, and priced accordingly, but the service doesn't always match up to the property. Mostly a great resort and good experience. It seems like everywhere is struggling with staffing and experience these days, but for the $$ I'd have hoped for a little better.","Date of stay: July 2022","null","ui_bubble_rating bubble_30"
"1665328641-2220","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","mbarton304","1 contribution","Amazing!!!!","the help was amazing they really took great care of you! they did  everything they could to make your trip  warm and amazing  the pool service was perfect never hand there hand out for a tip they made you feel that you will have the trip of your life!!","Date of stay: July 2022","Trip type: Traveled on business","ui_bubble_rating bubble_50"
"1665328641-2221","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","chandlerkpearson","Honolulu, Hawaii1 contribution","Amazing Experience","The property is beautiful & well-manicured. The hospitality had us feeling like royalty! The staff are extremely service minded and the leaders can be found interacting with the guests frequently. I highly recommend staying at this property enjoying a nice “welcome home”","Date of stay: July 2022","null","ui_bubble_rating bubble_50"
"1665328641-2222","https://www.tripadvisor.com/Hotel_Review-g2312116-d111599-Reviews-Mauna_Lani_Auberge_Resorts_Collection-Puako_Kohala_Coast_Island_of_Hawaii_Hawaii.html","Destination121546","1 contribution","Top Resort in Hawaii","This resort is excellent, from the top down. From the moment you arrive, the staff makes sure you feel the entire Hawaiian experience. We were greeted with leis and Hawaiian drinks at valet, walked to the front desk and seamlessly checked in.  Our ocean front room was exceptional. The room is very clean and everything is brand new and appears renovated. The bathroom supplies are perfect, and the outdoor patio area is amazing. The pool and staff are also incredible. In particular, William Apa, the outdoor manager, made our stay feel special and very accommodating. The pools are beautiful, well kept and clean. They have great outdoor games like corn hole, and plenty of equipment to enjoy the day (snorkels, footballs, etc.)  We didn't bring our 3 young kids, but it's certainly a kid-friendly hotel.","Date of stay: July 2022","null","ui_bubble_rating bubble_50"
