reviewid,rating,title,review,review_date,stay_date,trip_type,room_tip,origin
852892337,50,Peace and Tranquility,"Atmosphere, views and service were second to none. Great for both couples and families the resort had everything you could want in a beach vacation. The dining experiences were also wonderful. Great food, drinks and service all around.",Aug 2022,July 2022,,,"Commerce Township, Michigan"
849415814,50,A serene hotel and spa,"A beautiful and peaceful resort. Very Zen. Very luxurious. You fly by private Air Lanai. You get picked up by the resort car (a tesla), the grounds are incredible with the most beautiful sculptures ( they spent millions on the landscaping and art). Rooms are nice. You can sign up for a tour of the gardens and it is very interesting. The food is very Japanese inspired and super healthy and delicious. The spa is what sets this resort apart. For treatments you go to your private pavilion. The pavilions are super luxurious and spacious. Japanese inspired decor there as well. The most beautiful plunge pool and jacuzzi. Amazing treatments. The main pool is built to resemble a lagoon. You swim and admire the most beautiful garden. The only negative is that since the resort is a bit elevated in altitude, it is a bit windier and cooler than the Four Seasons on the coast. Also there is not much to do except to relax, meditate, spa etc…. This is what we were looking for and we loved it. For the second half of our stay we checked in to the Four Seasons on the beach and were disappointed with it.",Jul 2022,August 2021,Traveled as a couple,,"Burlingame, California"
847761037,50,Most magical hotel,"Well I hate to let people know how wonderful this resort is because I want to keep it a secret. I never leave reviews but this hotel deserves five stars. I have been to the Lanai five season four times and each visit gets better.I have stayed at the other Four Seasons in Hawaii and had my wedding at the Maui Four seasons but nothing compares. The rooms are spectacular. The service is stellar. From the moment you step off the plane you are pampered. You are made to feel so special. I had not seen Moshe, one of the hotel managers in 10 months . I was walking in the lobby and he greeted me by my name. If you want a heavenly experience treat yourself to this hotel!",Jul 2022,June 2022,,,
844691499,50,Ultimate luxury!!,"My review of this resort is a lengthy one - disclaimer: this place is hands down the best resort we have ever stayed at.    The overall resort and island:  We arrived through the Lanai Air private jet - this experience in itself was surreal, with the Lanai Tesla waiting outside the jet for us on arrival to take us to the resort. We were truly treated like royalty.    The resort is beautiful - it is a 'zen' place - perfect for couples or new families who just need a break from the outside world. Its great that the FS is the only hotel chain on the island (this and the Sensai hotel in central Lanai). The resort has an adult pool and a family pool, both with hot tubs of their own and a private beach. Generally, we found the entire resort to be relatively quiet when we went in May 2022 for our honeymoon. It was lovely and we really did get to relax. The hotel is surrounded by gardens and greenery and the theming of the hotel was beautiful.    Our room:  We had a beautiful ocean view room - the size was great, very spacious with a lovely balcony too. The bathrooms are also huge with a full bathtub as well as a shower. The automated toilets were a fun experience.    The food:  Breakfast was included for us in our booking as we booked through one of the FS travel agents. Breakfast is located in One Forty restaurant every morning - its a table service breakfast but with a very extensive menu. The staff are happy to make things which aren't on the menu for you - generally, if they have the ingredients, they are happy to make anything!    We dined at every restaurant in this hotel. One Forty, Nobu, Malibu Farm, The Views, and The Break. EVERY single restaurant was phenomenal - food was beyond incredible and the service everywhere was really at a high standard, just like you'd expect from the FS. In particular, we opted for the Nobu Omakese experience - I HIGHLY recommend this for families or couples who want a bespoke and special dining experience. Chef Hung Nguyen's food was mouth-watering - we really didn't want the meal to end.    The staff and the team:  This is really what made our experience so perfect, for a trip as special as our honeymoon. Kayla welcomed us when we arrived and gave us a tour of the resort - she was so helpful, we couldn't thank her enough for looking after us so well.    Larissa at Malibu Farm, Joy and Patrick at The Break were lovely and welcomed us on our first day at each restaurant. Joy was such a delightful waitress at The Break - she gave us honest opinions of each dish, which ones she would recommend and boy she was spot on!!!    Mayra and John - our masseuses were great, we had the most relaxing spa experience here with wonderful massages.    A special thanks to Sean (F&B Director), Avi (resort manager) and Richard (AD of rooms) who made our stay so memorable. they looked after us throughout our entire stay, checked up on us multiple times to make sure we were having a great time and they really went out of their way to do the small things which made the stay perfect.    To summarise, we have stayed at many Four Seasons and Ritz Carltons - this was hands down the best one... nothing even comes close. If you want true luxury, this is the place you are after and I can see why its rated as one of the best resorts in the world. We will never forget this experience.",Jun 2022,May 2022,,,
840474836,10,Bad restaurant experience,"I visited Maui to celebrate my birthday. This was my first time visiting Hawaii and I was very excited. A local friend of mine and I decided to visit Lanai for the day. Once we arrived we asked several people on the island where the best place was to have lunch and they recommended the Four Seasons.    When we arrived at the restaurant the woman near the sandwiches welcomed us and said we could take a seat anywhere we wanted. She didn't ask us if were guests of the hotel or if we were visiting for lunch.    We went ahead and took a seat and when our server arrived she asked us if we were staying there. We said ""no"" and that we were just here for lunch. She proceeded to leave and then the woman who greeted us approached us and let us know that we could not have lunch there. She let us know the restaurant was only for guests and we had to leave. She said that if wanted we could order some of the sandwiches that were displayed at the entrance.     The way she handled this was incredibly unprofessional and not what you would expect from a Four Seasons Hotel. I felt embraced by the way she treated us. I've worked in the hotel industry before and this is not how you treat anybody. This could have been handled way more considerately and professionally.    I also work in marketing in the yachting industry in the San Francisco Bay Area. The biggest form of marketing a business can have is word of mouth and creating an excellent experience for everyone - as you never know if they may be future guests. With the way this woman treated us, she lost 2 future patrons to the hotel. I will also not be recommending this hotel to any of my clients.      If you want to be treated with consideration, dignity, and respect go somewhere else.",May 2022,May 2022,,,"Sedona, Arizona"
839101107,30,Disappointing...,"Not sure if this is a post Covid symptom but what is clear about this Four Seasons is it has staffing issues, there just isn't enough trained staff. Some of the workers they do have are clearly not trained in customer service. Some are rude and abrupt and others just do not have the required skills to fulfil their role. For example, some bar staff or pool attendants do not know how to make cocktails properly and for the price you expect more than just crushed ice in a plastic glass. I witnessed one bar staff actually shouting at a guest because he wanted to order a drink after 10:30PM. On arrival after a lengthy journey we had to wait over 2hrs for the room, it wasn't avaialble at 3PM. I appreciate they were very busy but it didn't make for a good start. The room was very clean and well done but it was way too dark. These rooms need brighter lighting , it became very annoying trying to find items in your suitcase because of the poor lighting. The other thing that really annoyed me was the WIFI did not work in the room. I complained to the front reception multiple times to get this fixed but they were incapable of resolving. They use an external IT supplier and expected me to spend my time resolving the issue over the phone which was ridiculous. When I did eventually get through to the IT support I was put on hold and gave up. Having stayed at other Four Seasons I had expectations of decent restaurant food. The hotel has a Nobu and 2 other restaurants . We were unable to book into the One Forty restaurant as it was full during our stay but we did eat at the Nobu and Malibu Farm (Pool Side restaurant). The Nobu was such a let down, it was very busy and chaotic and the waiters were very stressed. The quality of the food was very average. A starter of sliced cucumber with a dash of vinegar $10 was a farce. A five year old could have created and presented a better dish. We had the lobster balls and Scallop which were ok but nothing special and for the price you expected far better dishes. On a different night we ate at the Malibu Farm which was used as an overspill for the Forty One. The atmosphere was dark and soulless and the food was a disaster. A bowl of black nachos and sauce were horrible and a steak with lots of tasteless vegetables and reheated rice. Couldn't eat any of it, such a waste of food and money. The two pools were busy and some beds were reserved the whole day without anyone using them. We ended up spending more time on the beach as it was busy and noisy. There is very little to do in Lanai and it was such a shame this hotel did not meet our expectations. The management need to sort it out.",May 2022,May 2022,,,"London, United Kingdom"
838893539,40,Place to get away,"Lanai is the hotel you think of when you just turn off your phone and relax. It started with what I'd call the ""covid special"". The rooms were cheapest ive ever seen and we would get roundtrip flight no lanai air. It all stated with a quick drive to lanai air on the other side of the airport in Honolulu. After arriving at lanai air we were quickly seated in a semi private waiting area for our flight. Only after 15min we were walking to the plane. There was assigned seating due to weight and balance but its only a 30min flight.    Once we get there the grounds are just breathtaking. The amount of species of plants would make every gardener lose their mind. We were escorted to our room (4-483) with our bags waiting on us. I picked a partial ocean view, with the location of the resort step back off the ocean and on a cliff it gave us beautiful views at a reasonable price. Only downside was at the time there was construction happening off the resort and you could sometimes hear he machinery. We had a 1st floor room with a beautiful lanai, we would sit there all night if we could. THe room itself is beautiful    beach:  unfortunately when we went he water was super rough so we didnt stay at the beach a lot. And I'd say the beach attendants were the really only low spot for me. Im not expecting them to wait on me hand and feet but every other FS resort ive been to has them walking around every couple minutes checking on guests. Anytime we needed something we would have to walk back to their shack. Also wasn't a huge fan of the fish tacos, super bland.    pools:the way the pools were designed with the landscape was just amazing. There was the regular pool and adult pool. We usually stuck with the adult pool for our visit.",May 2022,October 2021,,Pick partial ocean view. You are generally so far away from the ocean that the prime view wont...,"Houston, Texas"
835822132,50,Heaven,"The four seasons lanai is heaven. The food is spectacular. The staff is attentive, caring and wonderful. The property is luscious and well laid out. The flights from HNL is special as you fly a small private plane over. It is also easy to be active and eat healthy while staying here. I have been twice and feel as though this is my favorite hotel I’ve ever stayed at.",Apr 2022,May 2021,Traveled as a couple,,"Chicago, Illinois"
835332797,50,Trip of a lifetime,"This Four Seasons resort was truly amazing!! If you want to experience peace and tranquillity in the most gorgeous environment, this is it!! Rooms are divine with porches overlooking the most gorgeous waterfalls & gardens. This was a little piece of heaven!",Apr 2022,April 2022,,,"Saint Paul, Minnesota"
834155732,50,Perfection!,"Paradise found. Our amazing stay last month began with a room upgrade to an oceanfront suite (we had booked an oceanfront room). The resort is just gorgeous - the grounds, the gardens, the lobby, rooms, etc. It is designed to blend into the surrounding area and it does just that. The vibe is relaxation and the staff certainly go out of their way to help you do so. Highly recommend John and Susanna for massages-they were superb! Who can complain about dining at Nobu multiple nights-they had so many small plate options to share and try that we never got bored. For comparison, we stayed at FS Lanai after FS at Ko Olina on Oahu. This property felt much more luxurious - on every level - and a lot more low key & ideal for couples. We were so sad to leave but are already planning our return (for a longer stay next time)!",Apr 2022,March 2022,,,
833957418,50,Plush lush luxurious beachfront resort,"Four Seasons Resort Lanai    Plush, lush, luxury, perfection, unique    These are just some of the words I would use to describe the Four Seasons beachfront property. From the moment I was met at the baggage claim in Honolulu to the hangar for Lanai airways, everything was handled so smoothly that upon arrival to the resort it only gets better.    Front desk staff are extremely professional and personal. They walk you to your room and they hen the door opens to the beautiful accommodations you know you have arrived to the most comforting and peaceful room you have ever stayed in . I was fortunate to stay here about 5 years ago and at that time i experienced the same sort of love for this very special place. I recommend something with a view if you can afford it but the garden view rooms are likely just as nice. I had an Ohana suite overlooking the beach qnd I could see the sun rise from the double balcony I had. I think it’s room 6321. Which is building 6    The restaurants and food choices go beyond satisfactory. I tried to eat something different each day but one think i loved was the sliced papaya , and it was so yummy Two servers stand out in the 140 restaurant. Rowena and Vanessa so sweet qnd so enthusiastic. There are a million choices on the menu and you can’t go wrong with anything    At lunch I enjoyed my he Malibu Farm cuisine which was delivered to my pool lounge and the service at the pool as also excellent and very satisfying. I enjoyed eating the chopped vegan salad many days because it was so delicious and you can have tofu chicken or fish Yummy    Dinner I had NObu nightly and sat at the bar where the service was excellent each and every night /. I enjoyed many dishes but the mushroom salad on bed of butter lettuce really stood out to me the most and the Valrona chocolate cake who could resist? The nice thing as a solo traveler is the ease at meeting other guests who are very friendly and share life experiences right there at the bar at NObu.    The beachfront is beautiful and the beach staff is down there to help you sent up chair qnd umbrella and cold Water and anything else you might enjoy    Anyway. This wonderful property is so special and if you are even considering it just do it because it will supply you with a lifetime of memories    By the way. The General manager Mr Alastair McAlpine really is a wonderful person and goes out of his way to make sure the guests are taken care of and he manages his staff so well that everyone who works there makes everything seem easy .    All in all this is truly a magical place",Apr 2022,March 2022,Traveled solo,,"Los Angeles, California"
833641709,50,Bucket List destination,"The Lanai Four Seasons experience was beyond comparison to anything I have experienced in the U.S. The staff was very friendly, all the time. They were attentive and always willing to accommodate any request. They have 8 rescued birds that I found fascinating. Props to Uncle Bruno (bird caretaker) for spending time talking about the birds.",Apr 2022,March 2022,Traveled on business,,
833289766,50,Incredible vacation!,"We spent 8 amazing days in the corner suite room 1707. The view from the room was breathtaking and they have a private area right outside your room if you want to sun bathe in private as opposed to on the beach. The beach itself was one of the best I have ever been to. Clean and not overly crowded. Great snorkeling right off shore. The excursions were awesome. The island itself is so unique. With only 3,500 residents it is almost like a throw back type of life people live on that island. Overall the Four Seasons lived up to their five star rating with excellent accommodations and excellent customer service.",Apr 2022,March 2022,,,"Tampa, Florida"
832856673,50,The view!,"This was our first visit to Lana'i and it greatly exceeded our expectations! The adventure begins with arrival by ferry or small plane as it feels like you've landed on your own private island. The resort grounds are beautiful. The exotic plantings and water features along the open air corridors create an incredible sense of privacy. The ocean views are spectacular, made even more interesting during whale season.    The sports and recreational opportunities (for those who can tear themselves away from the pool loungers!) are abundant. Breathtaking hikes, visits to secluded beaches, snorkeling directly in front of the resort and boating adventures. Highly recommend hiring a car for a day to explore some of the hidden treasures of the island! And the golfers in our group resoundingly agreed that Manele Bay was the best course they had ever played. The views, the challenge!    Four Seasons service is always exceptional but there is something special here. Many of the staff are from the island and they are incredibly proud of their home. Some even took the opportunity to share island history. Despite the additional stress of following covid protocols, the staff never seemed inconvenienced or made us feel that any request was too much trouble. Staff smiles made us smile!    From the grab-and-go coffee off the lobby to the patio dining experiences, the food service was exceptional. Breakfast at ONE FORTY on the open air patio was the most delicious way to start the day. Don't miss lunch at Views, overlooking the golf course. Comfort foods with friendly service....and views. Our total spoil was our offsite visit for dinner at Sensei by Nobu. The dining room itself is breathtaking, the property thoughtfully curated with the most exquisite art collection indoors and throughout the gardens. The menu delivered the most unique dishes in a sophisticated yet comfortable style. Sharing of appetizers is highly recommended in order to sample the menu's extensive offerings.    Four Seasons Lana'i is a once in a lifetime experience. But we will return!",Mar 2022,March 2022,,,"Toronto, Canada"
831787959,50,Top Rate,"Had a wonderful and relaxing stay at FS Lanai. It was my first visit to Hawaii and I am glad I went to Lanai. My experience from reservations up to my check out has been top notch. As in other FS hotels, service is extremely professional and outstanding. The food at the various outlets of One Forty, Malibu Farms, and Nobu Lanai were excellent. I enjoyed hanging out at the beach and the adults only pool area. My only minor quibble was an insect that I keep seeing in the bathroom at night, wish it was handled when I first reported it. Otherwise, that would not stop me from returning to this fantastic resort!",Mar 2022,March 2022,,,"Toronto, Canada"
831286970,50,Amazing,"We came here for a second time, after our first stay in 2008 for our honeymoon, and we had high expectations, given our wonderful memories from that first stay. And, amazingly, the Four Seasons Lanai exceeded those expectations. It's incredible on every level -- the property, the views, the water (the snorkeling!), the activities, the food, the service. Four Seasons service is great overall, but I'd say this property is even above that typical level. Everyone, including the general manager Alastair McAlpine, make you feel special -- they really do care. I highly recommend. You won't be disappointed.",Mar 2022,March 2022,,,"Menlo Park, California"
831163185,50,A piece of heaven,Every need was attended to with utmost professionalism. Their Covid protocols made us feel safe and secure. The food at every location was delectable. There is no part of this resort that doesn't cater to your every need.,Mar 2022,March 2022,,,"Vernon, Canada"
830190214,50,Exceptional Serivce/ Exceptional Ambience/ Exceptional Guests,FS Lanai has made the turn from the Murdoch days. The combination of the beach and the mountains is still there but the quality is ten times greater. Rooms are beautiful. The new pool layout allows for multiple private and secluded areas to enjoy the Sun. The pools. And the views. We enjoyed it all. Highly recommend!!,Mar 2022,January 2022,,second floor far end of property for private,"Los Angeles, California"
829734812,50,Exotic Wonder,"We came to the FS Lanai on a trip organized by the company where I work. The company had rented out the resort so we were the exclusive guests. We arrived via Four Seasons' private plane from Honolulu and were taken via car service to FS Lanai.  For starters, the private hanger lounge offers  drinks and snacks and shows a preview of the  resort on a large screen TV. We were escorted  to our flight with no hassle whatsoever and  were in Lanai within 30 min.  The resort is truly breathtaking. The gardens  have gorgeous exotic flowers everywhere and  are perfectly landscaped. We spent most of  our time at the cove pools where the water was  warm and we could look out over the bluffs to  the ocean. The chairs and cabanas are nestled around the pools. There are also two extremely nice and well-stocked boutiques including fine ladies, men’s and children’s beach and resort attire, jewelry (including some fine jewelry) and other accessories.  The weather was perfect during our stay, which made for perfect views. We spent time in the chairs on the bluff overlooking the ocean and by the ocean. The service at the pools, bluff and beach was excellent - attentive, fast - and the food is top notch, as you’d expect from FS.  We don’t golf but for golfers there is a Nicklaus-signature golf course. There is also a spa though services were suspended at the time we visited.  Our room was huge with a large balcony and partial ocean view. The resort has three restaurants including a Nobu.  Lanai itself is unspoiled and exotic so there aren’t a lot of activities outside the resort, which suited us because we wanted to enjoy the resort everyday. We did do one sailing excursion and beware - the ocean can be extremely rough with huge swells. Those prone to seasickness should not partake.  We experienced a luau (complete with pig roast) and multiple hosted meals at the resort, all of which had great food and service.  The trip was a once in a lifetime journey given we live on the east coast U.S. so it was quite a long trip to get to Lanai but completely worth it - this resort is a gem!",Mar 2022,November 2021,Traveled as a couple,,"Baileys Crossroads, Virginia"
829275354,50,A slice of paradise!,"The Four Seasons at Manele Bay is the most amazing hotel we have visited. The view of the bay is breathtaking and the beach is secluded and beautiful. We certainly enjoyed watching the whales and dolphins, which we saw everyday! The food at Restaurant One-Forty was amazing, great fresh seafood, the the customer service was second to none. We definitely will visit again!",Feb 2022,February 2022,,,
829159364,50,Wonderful time at the Four Seasons Lanai,"What an incredible property! We had the best stay at this island paradise last December. It started with the beautiful 45 minute ferry trip from Maui, where we were lucky enough to see whales. The hotel itself is stunning, the rooms are impeccably designed in a very zen style, with top notch amenities. Dinner at the hotel restaurants Nobu and One Forty were outstanding. There are hiking paths towards the beach and the golf course nearby with amazing views. The incredible, expansive beach is an attraction in and of itself, with beautiful snorkeling. Most importantly we received impeccable service from everyone we encountered. We rented a Jeep for the day to discover Shipwreck Beach. Another highlight was a beautiful snorkeling tour aboard the Lanai 2 catamaran arranged by hotel. There is a limited amount of passengers on the 65 sailing cat, which makes the experience even more luxurious. There is also zip lining with Lanai Adventure, which we will do next time. We can not wait to visit again, thank you Four Seasons for an amazing time!",Feb 2022,December 2021,,,
