reviewid,rating,title,review,review_date,stay_date,trip_type,room_tip,origin
859780349,50,This is what a real luxury property should be like,"After coming from the motel that is the Sheraton Waikiki, the contrast was stark. I get that this is a pricier property but I cannot understate how much better it is. Service was on point, rooms were lux and you seldom encountered a ""no"" at this hotel. Love it. will be back very soon.",Sep 2022,September 2022,,,"Shanghai Region, China"
859312890,50,Heaven on Earth,"This property was a once in a lifetime experience for me, it not only exceeded my expectations, it made me fall in love with a Big Island! Let’s be honest I actually fell in love with the Four Seasons stuff! from the minute I entered the resort we were greeted with Napua at the front desk , who is very kind and accommodating along with Keanu at valet and I would love to point out Koa who gave us a personal tour of the property that made us feel at home.  On the last day we got greeted by the resort manager graham who asked us how are stay went.  Thank you to Craig at Kings Pound it was heaven on earth and I look forward to the day I can re-visit and stay once again in that beautiful place🌺 Ashlyn Lemire",Sep 2022,September 2022,Traveled with friends,,"Honolulu, Hawaii"
858939409,50,FSR Hualalai is Hard to Beat,"My wife and I have stayed at some wonderful resorts throughout the world, but we had yet to experience the quality of service and caring we received the the FSR Hualalai. The property is spectacularly set on the Pacific and boasts architecture and landscaping which fits perfectly with the natural setting. The food in the Ulu restaurant is outstanding and creative. The wait staff attentive and making every effort to please. The concierge will arrange snorkeling with Manta Rays which is a must. For a relaxing, rejuvenating retreat, FSR Hualalai is hard to match.",Sep 2022,August 2022,,,"San Diego, California"
858690589,40,Very nice but overpriced food,Very nice grounds and excellent rooms in very good condition and very clean.  Limited beach in front of hotel and small swimming area in ocean but one further away that is accessible.  Restaurants are way overpriced for what is served (count $200 minimum /head/day) without splurging.  Great concierge service and nice staff overall.  Location is isolated so one is pretty captive on site.,Sep 2022,September 2022,Traveled as a couple,,"Paris, France"
858610290,20,"Big Island, Big Mistakes","*I booked this stay using Amex FHR.  -Upgraded room (very minor but ✅)  -$75 breakfast credit  -$100 dining credit  -early check in was not available due to my disappointment with the upgrade  -guaranteed late 4pm check out *    Let’s start with the room- I was originally upgraded to a prime ocean view room from an ocean view room, this was already disappointing. Usually at higher costing Amex FHRs , they will upgrade your room to a suite. For example, I booked a corner room at the Ritz Carlton Waikiki and was given an upgrade to a corner suite, which is at least a 3 category upgrade. However, at FS Hualalai they were only willing to offer a 1 category upgrade. Due to my disappointment in the upgrade I was willing to pay for a lower level suite. I thought it was implied I wanted an outdoor shower since I specifically asked if my original room was lower level. However, after paying $650 and waiting for an hour , I checked into a suite that did not have an outdoor shower, and had a very partial ocean view. It was already past 3pm at this point, so I didn’t want to waste anymore time trying to check into a desired suite.  As for the service, as stated above I feel as though the front desk team needs some work. Not only did the greeting/ check in feel very rushed, they didn’t even get the welcome amenity right. I responded to several emails beforehand and signed off those emails with my preferred name -“Bella.” The birthday card that came with the cake printed out my full name..that no one ever really calls me. Also they treated me as if I was not the cardholder, and seemed to be surprised when I took the card out of my wallet at check in.  In addition to the less than stellar welcome, there was an incident on a golf cart that could have easily been avoided. My Grandfather (who I had paid for and added as a registered guest) fell and was dragged off a golf cart causing injury to his knee and head. The driver sped off before checking that everyone was on. My Grandfather was left dazed from the fall and the only “help” that was given was ice in a ziplock bag. I waited a few days to write this review to give FS Hualalai a chance to address this incident and follow up with a very sincere apology, but have not received anything of the sort.  I have stayed at other Four Seasons locations on the islands, and none of them felt as unwelcoming as Hualalai. The ‘2’ rating is simply because the pool, spa, and restaurant staff were nice.",Sep 2022,August 2022,,,"Lahaina, Hawaii"
858389172,50,Amazing! Great golf!,"Beautiful golf course and 5 star service from all of the golf staff employees, especially the starter, pro shop staff, and the director of golf.  Beach front bar was beautiful.  Let us use our room after golf to shower, it was great.",Sep 2022,June 2022,,,"Island of Hawaii, Hawaii"
857172087,50,Outstanding Experience,This was the first time to this property. So close to the airport. You don’t feel like you even need to leave the property. Staff was truly amazing! The spa was my favorite experience. Enjoyed the faculty and again the people were great.,Aug 2022,August 2022,Traveled on business,,
856339200,30,Summer 2022 Stay at Four Seasons Hualalai,"While I certainly appreciate the challenges COVID has created in terms of the labor industry, my recent experience at the FS Hualalai was vastly different than pre-pandemic. There were some stand outs in terms of the quality of service - James at Beach Tree and in general the staff there were outstanding as well at the bartender at Ulu. The staff at the Trading Company was also outstanding and our experience at the Tennis club was wonderful. Our daughter also had a wonderful time with the Marine Experiences team both on the behind the scenes feeding the morning of her 5th birthday as well as the private tide pool experience.    However, the breakfast staff at Ulu was extremely inconsistent and untrained and the food was horrendous especially when compared to breakfast at the competing hotel of the Mauna Lani. The pancakes ordered were burnt, an order of eggs Benedict was raw and the staff uncaring. The pool service at the King's Pond was horrendous with us having to make multiple requests and reminders for things like drinks. Checkin was also haphazard with us being greeted by someone who was obviously new and clearly hadn't reviewed out itinerary. Housekeeping was also very inconsistent, sometimes we'd be provided new water, sometimes not. Trash was only emptied occasionally. The landscaping team has done a fantastic job as the resort still appears incredible. That said, we never saw any cockroaches on prior stays and this time had them in our room on several occasions. Lastly, and most disgusting was that upon checkin, we found a large pile of feces being swarmed by flies by the outdoor rinse shower adjacent to our room in the King's Pond area and immediately informed the pool staff there who did nothing about it and it was still there the next morning. This ruined our in-room dining experience that night as we opted to have it on the patio but had to fend off hordes of flies that had obviously been feeding on the feces. It was not until we went to the front desk and complained again the next morning that engineering/maintenance did something about it and cleaned it up. The front desk staff was also less than apologetic and seemed to treat it as something that occurs regularly.",Aug 2022,August 2022,,,"Walnut Creek, California"
854364668,50,Oceanfront Paradise,"Celebrated my wife’s 50th birthday and the staff went out of their way to make us both (but especially her) feel special. Service seemed to anticipate our needs and exceed our already high expectations. Our room, restaurants, pools, shopping, spa, bars, etc were all spectacular.",Aug 2022,August 2022,,,"West Des Moines, Iowa"
854292282,50,Amazing Hotel!,"We stayed here for two nights at the end of a week in Hawaii, and had a fantastic time. The rooms and grounds are beautiful, and the staff is very friendly and helpful. We also had two very good dinners at Beachtree and U'lu. This is not an inexpensive place to stay, but the experience is worth it.",Aug 2022,August 2022,,,
853788973,50,Stunning hotel ! Absolutely incredible!,"From the second we arrived we were in awe of every aspect of this hotel! Impeccable property with various pools/ family style, couples, quiet pool, snorkeling pool with huge variety of sea life , infinity pools, etc! The pool amenities and quality of service at all the pools were unparalleled! They had at your service sunglass cleaning, snacks and massage services available poolside! Food venues , food quality, and staff exceeded our expectations! Our room had stunning ocean views with an outdoor shower that felt like we were in a jungle setting! It’s one of the best hotels in the world- property is stunning and it’s very hard to leave this resort! Excellent spa and shuttle service to drive you across the property! Tennis court, basketball and other sports on site! Laundry units available as well! No reason to leave this paradise location! Can’t wait to come back! Thank you!",Aug 2022,July 2022,Traveled with family,,"Los Angeles, California"
853721488,40,Hope the updates made it better,"This is for a trip done in June 2021 so the information could be dated. That was our second stay at the hotel. Our first was more than ten years ago for our honeymoon and the hotel really wowed us that time. This time, we returned with our kids and all enjoyed it but found also room for improvement.  Pros:  - King's pond - unique, beautiful and fun. This was the biggest selling point for us picking this hotel and we all loved it.  - Plethora of other pools for kids.  - Washers/dryers on site with detergent - So convenient for a longer stay.  - Long walks on the beaches with sea turtles- my kids loved trying to spot these sea turtles. It made the stay super special.  - In general, beautiful property.    Cons:  - Internet - we booked thru Amex which promised 'free wifi' but that only gave us the entry level wifi so we had to upgrade if we wanted to stream. Given the cost of the hotel, we wished they didn't have to nick and dime its guests for something like wifi. even with the upgrade, the wifi wasn't without glitches.  - Mac and Cheese. Food in general was ok although expensive. However, I was floored that a mac and cheese my daughter had looked worse than store bought boxed Krafts. I'd have thought they'd have at least home made Mac and Cheese at this price level!  - When we checked out, the bill had errors on it that needed to be corrected.    In general though, this is still a beautiful property. There were some signs of age since our last visit but my understanding is that the hotel has updated its rooms in the last year so that shouldn't be an issue anymore. This property is such a distinguished one that we hope it will not rest on its laurels and continue to improve.",Aug 2022,September 2021,,,"New York City, New York"
852875409,50,An Amazing Experience,"This is our fifth stay on the property and the experience has been world class each and every time. The staff is amazing, working hard to meet your every need, and the property is beautiful, with pools that meet everyone's needs, restaurants that offer a wide variety of choices and atmospheres, a gym/spa that is nicer than any hotel I have experienced, and views of the ocean that are spectacular. If you want a place to escape to, this is it.",Aug 2022,July 2022,,,"Hawthorne, New Jersey"
851616863,50,Amazing resort in paradise. Pricey though.,"The resort is phenomenal. Staff is outstanding - everyone seemed genuinely invested in helping us out. We did have a issue with the beds in our rooms but it was handled quickly and professionally - how hotels handle the inevitable snafu says a lot about their commitment to service.    This is one of the few beach resorts I have been to where they solved the beach/pool chair problem - we never had trouble finding chairs even arriving late in day. Seems to be a combination of: having enough chairs to start with (what a novel idea!), plus staff the vigilantly clears chairs that haven’t been used in a while. The servers come by to the chairs periodically with complimentary little treats - fruit, macadamias, water, etc.    The hotel was pretty booked but never felt busy. The smart layout spreads people out and it was adequately staffed so we never had to wait for anything.    Food overall was great. The lone exception was the dinner we had at Ulu Grill - the tuna and shrimp were brutally overcooked. Maybe they were just having a bad night, as we ate breakfast several times at Ulu and it was very good.    Prices for food/beverage/etc were, as expected, pretty nuts. I get it is Hawaii plus it is the Four seasons but still. $40 for a boxed lunch with a sandwich and chips, $21 for a cocktail, $30 for an omelette, etc. Free self-parking was a nice surprise. I wouldn’t bother with the $30/day valet as they park in the same lot. But this is the kind of place where you just need to know going in that everything is expensive.    One complaint from my teens was the gym hours. Closing at 7pm seems way too early. Most hotel gyms are 24/7.    As I write this, I realize I have nitpicked quite a few things. But I am sticking with the 5-star review- despite the couple issues; the rest of the experience was just that good.",Aug 2022,August 2022,Traveled with family,,
848980670,50,Best resort in the U.S.,Best resort in the U.S. HANDS DOWN. Everything was amazing. Literally. My girlfriend can’t wait to go back. She’s already planning our return trip. I cannot think of one thing that this resort could do better.,Jul 2022,July 2022,,,"Atlanta, Georgia"
848788824,50,What an experience,"My wife and I had an amazing time at this resort for a work incentive trip. Everyone on staff was amazingly friendly and helpful. The resort is by far the best resort experience we have ever experienced. Great good, insane views, amazing grounds. Have to call out an incredible experience at their cultural center. We went to learn about Hawaiian history and the language. Both Micah and Kaulu at the center put our trip over the top. After learning about the amazing Hawaiian people and the culture they built they both put on an impromptu Hula experience with Micah on the ukulele and Kaulu performing. Both are renowned performers and it was perfect. Made my wife cry she loved it so much. If you walk past the cultural center and don’t go in you are missing one of the best parts of the resort. Many thanks to the both of them. They showed us the spirit of Aloha.",Jul 2022,July 2022,Traveled on business,,
848595284,50,Best vacation ever at Four Seasons Hualalai,This trip was celebrating our 40th Anniversary. The Four Seasons exceeded all our expectations. The staff did a great job of making us feel welcome and like special guests the whole time. We especially loved The Residents Beach House and,Jul 2022,July 2022,,,"Houston, TX"
848578081,50,Perfect Family Vacation,"This was hands down the best family stay I've ever had. All throughout our stay FSH was one step ahead of making sure we had everything we needed without having to request it. Crib, diapers, toys, sunscreen, activities, etc etc. The room was beautiful (granted we were upgraded to a suite!), and the grounds were breathtaking. I can't imagine a better resort on the big island. Food was costly but excellent and I was not disappointed.",Jul 2022,July 2022,,,"Washington DC, District of Columbia"
848292851,50,Luxurious resort in a beautiful location,We had a very enjoyable stay at Hualalai. The resort is beautiful; in a stunning location; with first class service; great food from a nice variety of different restaurants; a fantastic array of different activities; and a spectacular golf course (and golf facilities). A complete luxury holiday. There is simply no reason to leave (other than to return home to work and save up for the next visit).,Jul 2022,July 2022,Traveled with family,,"Sydney, Australia"
847708534,50,Trip of a lifetime,Outstanding property with amazing pools for every vibe. Amazing golf course through the lava rock fields and the 17th hole on the ocean was the most beautiful hole I’ve ever played. Concierge was outstanding and took care of our every need including booking third party adventures. Spa is nice but leaves a bit to be desired but the fitness center and tennis was great.,Jul 2022,July 2022,,,
846381342,50,Best hotel in the world?,"I’ve been coming here every year for a decade. It might just be the most perfect hotel in the world. The restaurants are amazing (still dream of the breakfast). The activities for kids are terrific. Everyone is so friendly. The tennis and golf facilities and staff are fantastic. I can go on and on but…I’ve never found a hotel this good. The only “negative” is that unlike, say, Wailea in Maui, it’s a decent 15+ minute drive to go anywhere else, but you never really need to leave this resort, and I don’t think the drive to Waikoloa (where we’d go for other stuff) is that bad either. Anyway, 5 giant stars for this hotel.",Jul 2022,March 2022,,,
845094728,40,Beautiful resort,"This is a resort for the wealthy. No way around it and you can feel it the moment you arrive. The grounds are impeccable. The staff generally very friendly and helpful. Food very expensive- but delicious. We had a few bumps with our stay but front desk manager Mo did everything he could to make it right and emphasized he wanted service recovery to occur— I felt he really wanted to make sure we enjoyed our stay there. Notes for improvement (in my opinion) revolve around warmth/friendliness of front desk and concierge. Everywhere else staff was impeccable. I wonder if some room types allow you a personal concierge? We had an oceanfront room and I don’t know if the same person ever answered my email when trying to pre-plan. They did make dining reservations for us in advance which was a huge help. We ate at Beach tree, Ulu and Hualalai grill. Loved Beach tree— the setting on the ocean was spectacular and service top-notch. The real standout for our family was King’s pond. My kids loved snorkeling there and poolside service was excellent. We did a snorkel safari and behind the scenes tour at kings pond arranged through concierge. If I were to pick one of the two- do the behind the scenes. Great time feeding the ray and the fish with additional time exploring the “touch tank” next to the pool. All in all- this was our favorite resort and the efforts to correct any mishaps went a long way to maintain our interest in returning.",Jun 2022,June 2022,Traveled with family,Not sure I would pay extra for ocean front room. Several are on second floor and ours had limited...,"Indianapolis, Indiana"
845015654,50,Beautiful,"We stayed in a house in the Four Season development. It was beautiful. We ate almost every meal in Four Seasons restaurants. The food was fabulous, facility was beautiful and staff very friendly. The fish was all very fresh and we ate many varieties. The only thing that is lacking is there is no real swimming beach. It’s very rocky.",Jun 2022,June 2022,Traveled with family,,
844108560,50,Simply The Best,"We simply don't have words to describe the absolutely wonderful visit to Four Seasons Hualalai in May 2022. We visited this hotel resort for lunch many years ago and always said we would like to try a stay here so when we had the opportunity over the Memorial Day Weekend we were excited to say the least. We were worried that due to the holiday it would be crowded with long wait times at restaurants. We never experienced this over our short 5 day stay. From the moment we stepped off the plane in Kona we were catered to and pampered beyond our expectations. We booked the Milo Suite which is located in the Palm Grove Crescent. The suite was beautiful with a perfect view. Our concierge, Helen, prepared our itinerary for our short 5 day stay and did a most incredible job! We ate at each of the 5 different restaurants during our stay (our favorite was Resident's Beach House) and loved each and every one of our meals. We took a helicopter tour, arranged by Helen, and saw the entire island with lava flow and different terrains. We landed on the side of a mountain and hiked down to a waterfall and back, then had lunch overlooking the ocean with the breeze blowing and Aloha Spirit surrounding us. Just magical! One of our favorite parts of this vacation was getting to know some of the employees at this resort; they are genuinely happy to work there and are so accommodating that it truly humbled us. The grounds are astounding as are the people at Hualalai and we can't wait to return!",Jun 2022,May 2022,,,
843462605,50,Perfect stay,Stayed at four season Oahu a couple years back and decided to stay on the Big island for this trip. The property is completely different from Oahu but still the same amazing experience you expect from a four. The property is much more spread out and rooms are not all in one building. Our room was right in front of the ocean by kings pond and it was absolutely stunning. To wake up each morning and open the doors to the ocean was something I will always remember. Our room had an amazing outdoor shower and not once showered using the indoor one. How could you? Great restaurants but by far my favorite was ULU absolutely phenomenal. As for activities my wife really enjoyed her time at the spa and the uniqueness of the facilities. We both booked the one wheel experience on the golf course and it was one of the best highlights of the trip. We had never one wheeled before but our guide was so patient and helpful we were flying by the end. We also snorkeled in kings pond which was nice and got to see them feed all the unique fishes. Can’t recommend this place enough. Lovely people and such a great experience from start to finish.,Jun 2022,June 2022,Traveled as a couple,,"San Francisco, California"
843307566,50,My daughter was right!,"I’ve never been a big Four Seasons fan- okay rooms and high prices! My daughter thought that the Kona 4S was the place to stay as part of a Hawaii family vacation. This property is just fabulous! It’s hundreds of acres of breathtaking scenery coupled with great accommodations and flawless service. Yes, its too expensive and the restaurant service is not the best at times. However, if you want a spectacular resort, it will be difficult to find a better one.  It’s hard to believe, but I might be becoming a Four Seasons convert!",Jun 2022,June 2022,,,
842626149,50,Our new favorite Hawaiian resort,"This place is so special. My husband and I just spent a week at this resort with our three young kids, ages 5,4, and 1. It was our first time to this resort. All five of us had an incredible time and definitely want to return in the future. We’ve stayed at other top reports in Hawaii, my favorite until this trip being the Montage in Kapalua on Maui. But FS Hualalai has now taken the title in our hearts of favorite Hawaiian resort! What really stuck out was just how luxurious it felt to have the long stretch of beach and beautiful tide pools at the resort, and how spread out everything was. We saw turtles, crabs, and so many beautiful fish. All of the many different pools each had their own character and were each loved by our crew. The spread-out two-story bungalow style is so much more enjoyable than huge housings and towers. The landscaping and gardens throughout were lush and gorgeous and meticulously kept. We also loved our outdoor shower and used it every day.    I booked a very good rate through my Tripadvisor Pro membership. I highly recommend looking at potential savings through that route. When we arrived, I asked it we could upgrade to a room closer to the family pool. They kindly gave us a great option. We had to pay a bit extra per night since what was offered was a prime ocean-front room, but it was absolutely worth it to be so close to the Sea Shell pool (main family pool) and “Ocean Pool,” particularly because of the young ages of our kids. The baby pool/beach at Seashell Pool was a huge hit!    We loved all of the restaurants there. Don’t miss Residents Beach House for lunch and Ulu for a sunset dinner. Food and drinks are, of course, expensive, but were all delicious. (We also loved The Canoe House at the Mauna Lani resort- it’s definitely worth going! Kids can run around on the lawn while you eat- like at Beachtree at FS.)    Service was generally wonderful. There were a couple of things forgotten here and there by both housekeeping and in-room dining, but they were always quick to fix the issue once notified. Mostly it was flawless and friendly. The resort was not very busy when we were there, which we appreciated.    The sports club and spa facilities were beyond beautiful. I took a great pilates and a good circuit class, and utilized the steam room and hot tub at the spa afterwards. Kids for all seasons is am amazing program. The marine life programming is superb as well. Don’t miss the fish feeding and touch tank! We also loved the guided Outrigger Canoe trip we did. It was perfect, even for young kids. We were able to jump in and snorkel off the canoe, which I wasn’t expecting. And it brings you over to Kukio beach for the canoe, which is a beautiful beach that’s not to be missed.    Hualalai truly lived up to the hype. We had such and incredible trip, and we hope to return in the future!",Jun 2022,June 2022,Traveled with family,,"Danville, California"
842033068,50,Paradise Found,"If you are looking for Paradise, this is it. A stunning property in a magical setting with the true spirit of Aloha. From start to finish an epic vacation. A true spot for R&R in luxury. The staff is absolutely amazing!",Jun 2022,May 2022,Traveled on business,,
841885702,50,Honeymoon Vacation,"Great experience from the moment we checked in. We were taken to a couch with a welcome drink where a tour and ins and outs of the property were explained. Our room was not quite ready as we arrived earlier than the check in window, but we were upgraded and the guest services took care of all of our luggage for us while we went to have lunch by the ocean at Beach Tree. When our room was ready, guest services transported us by golf cart and we had an awesome room with a great view of the ocean by King’s Pond Pool. The room was very clean and all amenities were awesome! We were celebrating our honeymoon and greeted with a bottle of Prosecco and white truffle chocolates. During our time, the fitness facility, spa, and pools were all great experiences! We had concierge rent us a car to explore the island and this was also a seamless process. All of the meals we had were awesome, and the servers we had at Ulu were so excited to explain their expansive menu. Lilibeth was especially fun to chat with about food and she provided some great recommendations including the Misoyaki Kanpachi. Overall, this property is beautiful and very expansive. It is truly a resort that is spread out and we often found ourselves walking to our dinners at 7pm without seeing any other guest until arriving at the restaurant. We had a great time and look forward to returning in the future!",Jun 2022,May 2022,,,"Omaha, Nebraska"
