web-scraper-order,web-scraper-start-url,name,origin,topic,review,stay,triptype,rate
"1665326404-96","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Tamishia R","1 contribution","Epic 25th Anniversary stay at Halekulani","This hotel is #1 on Delta vacations for a reason.  It is perfectly located in Waikiki. The property is beautiful, clean, and equipped with great amenities.  From the check in process to concierge to housekeeping and bell hop, there is Nothing you will need for long!! They are Sooooo attentive. So pleasant. We will definitely be back! We really appreciated all of the special touches. Unforgettable!!","Date of stay: September 2022","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-97","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Kellympmo","Houston, Texas4 contributions2 helpful votes","Worth it!!","This was a great hotel!  We decided to stay here instead of the conference hotel where our meetings were. Clearly an upcharge but the payoff was a  boutique, very intimate property. It’s not a true resort (no beach, etc.)  as it’s smaller and in in downtown Waikiki. It’s an upscale hotel experience within walking distance of lots of things.  Hawaiian music every night at the house without a key. The restaurants were great but everything does close pretty early- 8:30. The  service was the best we’ve had anywhere- everyone is amazing. Literally two people plus a supervisor cleaned our room.  Lewers lounge (tues to sat) is the most amazing experience. Live jazz music in a place that looks like it’s a cross between great gatsby and Casablanca. It’s closed all day and they slide the doors open at 8. Magical.","Date of stay: September 2022","Trip type: Traveled on business","ui_bubble_rating bubble_50"
"1665326404-98","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","ElsieLC24","Tucson, Arizona5 contributions2 helpful votes","Blissful relaxation","We returned to the Halekulani after too long an absence.  The quality of service and the accommodation were still outstanding.  Lovely rooms and attentive staff.  Starting one's day with the breakfast buffet at House without a Key and ending it with cocktails on the lanai is bliss.","Date of stay: September 2022","null","ui_bubble_rating bubble_50"
"1665326404-99","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Ed M","Kihei, Hawaii10 contributions5 helpful votes","World class","If visiting Waikiki this hotel is must. No matter what floor the views are amazing. In the heart of Waikiki. Professional  and friendly staff. Rooms have every amenity plus beautiful  decor. Every visit seems like the hotel continuously upgrades. Definitely  five stars.","Date of stay: September 2022","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-100","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","ericemukule","Sydney, Australia2 contributions","My stay at Halekulani","As someone who works in the Hospitality space  and stayed in many hotels, the Halekulani is one of the most exceptional properties that I have stayed in.

The amenities were all above my expectation and all my interactions with team members positive 

Well done to the GM and all team members","Date of stay: September 2022","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-101","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","nicole n","Sydney, Australia32 contributions26 helpful votes","The most amazing holiday.","The most fabulous hotel in every way. The facilities, the pool, the position on the beach, the food …are all first class. However the staff are what makes Halekulani the most incredible place to stay. Every single staff member from the porters to reception to the pool staff to the restaurant staff … are incredible. Nothing is too much trouble. Everyone takes the time to greet and chat. This is absolutely the best hotel we have stayed in and we cannot wait to return.","Date of stay: September 2022","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-102","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Trvl4fun12","Charleston, South Carolina94 contributions31 helpful votes","Amazing Hotel.","We loved our stay at the Halekulani hotel. The hotel was beautiful. It was located down town and you could walk to everything. We went to stores, mall, and restaurants all with in a ten to 15 min walk. The staff was amazing and helped make your stay enjoyable. 
The","Date of stay: October 2021","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-103","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","205lloydg","Palm Springs, California5 contributions2 helpful votes","A little piece of heaven.","This was our first stay at the Halekulani and it was a fantastic experience! I’ve been to Hawaii 14 times and stayed at a variety of hotels. This is hands down the best one. It’s located right on the beach, and is quiet and peaceful. It’s a bespoke resort. We had room 1441, an ocean view. The room was so spacious, very clean and looked to be newly renovated. It had every amenity I could think of. The balcony was spacious. The beach right in front of the hotel is small but the upside is very few people were there. When we wanted to go in the ocean we simply went through the gate by the pool and walked right in. The bottom is smooth and largely free of rocks. The pool is large and well heated. The chairs have comfy mattresses and the attendants were attentive and friendly. We really enjoyed the restaurants House Without a Key and Orchids. Each day they had musicians and singers performing at sunset outside with the backdrop of Diamond Head and the setting sun. Later in the evening we went to Lewers Lounge for classic cocktails and piano music. The hotel is centrally located and it’s easy to walk to shops and restaurants yet go back to the hotel and just enjoy the peaceful ambience. The clientele seemed to be mostly couples and a few small children. This is not a party spot nor a place for anyone looking for bars, sports on TV and so on. The service was outstanding in every way and all of the staff we encountered were friendly, happy and helpful. There is a well staffed concierge desk and we booked a great sunset cruise which left from the beach in front of the hotel. We also got good information on Pearl Harbor. Overall this is the best trip I’ve ever had to Hawaii and we plan to return to the Halekulani again within the year.","Date of stay: September 2022","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-104","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Nicholas P","Glendora2 contributions1 helpful vote","Fantastic!","Everything was fantastic about this property.  From staff, to accommodations, to every aspect of our trip.  This is my new Hawaiian destination. The restaurants are all first class with world class dining, the property has a high level of sophistication and exclusivity and the staff treats you like royalty.","Date of stay: September 2022","null","ui_bubble_rating bubble_50"
"1665326404-105","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","voyager1500","London, United Kingdom6 contributions","Oasis on Waikiki beach","Halekulani is a perfect oasis in the middle of all the action of Waikiki beach. It was such a nice place to come back to after walking around Waikiki. The pool and hotel beach were so nice and peaceful we could have been happy staying at the hotel the whole time. Our rooms were perfect with beautiful views and everything we needed. The service is so warm and caring and efficient. The concierge was able to get us in to every restaurant including fitting us in to La Mer at the hotel our first night. La Mer is one of the best restaurants in Honolulu. The food and service are exceptional as is the view. Food and drinks by the pool are great. Spa services exceptional. we loved our stay and will be back.","Date of stay: August 2022","null","ui_bubble_rating bubble_50"
"1665326404-106","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Christine F","Currumbin, Australia9 contributions","Couldn’t fault the Halekulani","The ambience and location of this hotel is perfect for us as a middle aged couple looking for a relaxing holiday. We had a two week stay and we’re sad to leave. The whole property is superbly maintained and the staff were always so accomodating and friendly.","Date of stay: September 2022","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-107","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Giuseppe A","4 contributions","Beyond expectations","This hotel is the best hotel I have stay in a long time, the custumer service and the beauty of the hotel are beyond expectations, the food and drinks were amazing.

My family and I loved it, the rooms it was beautiful can’t wait to be back. 

Best regards","Date of stay: September 2022","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-108","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","W S","2 contributions","Beautiful hotel with impeccable services","We had amazing experience at Helekulani hotel. Everything about this place is perfect. The service, the room, location and amenities. The pool area is very relaxing.  There are many options for dining and entertainments.","Date of stay: September 2022","null","ui_bubble_rating bubble_50"
"1665326404-109","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","David Lester","1 contribution1 helpful vote","Grand dame of Waikiki","The best service we have ever experienced at a hotel.  The staff went above and beyond and were always friendly.  The room was amazing as was the location.  The only drawback of the hotel was the beach was not as nice as some other properties but easy enough to go to public beach if that is what you need.  We were happy laying by the amazing pool sipping mai tais and other tropical drinks.  Good variety of restaurants on property and close to many others off property.  Whatever slight deficiency was made up for by the service.  Highly recommend a stay here.","Date of stay: September 2022","null","ui_bubble_rating bubble_50"
"1665326404-110","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","mimiDanville_Ca","danville, ca7 contributions3 helpful votes","Fantastic Labor Day Excursion","This is a exceptional  hotel in Oahu. 
Great service, great accomodations. 
Hotel is centrally located in Waikiki. Hotel is walking distance and uber friendly to many destinations.
The staff  is very accomodating.
Restaurant quality is very good ,but pricey.","Date of stay: September 2022","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-111","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Surpha","Christchurch, New Zealand40 contributions20 helpful votes","STAY HERE!!","Amazing, quite, clean with fantastic views. Great location, beachfront and the best most attentive staff you will ever meet. I can’t speak highly enough of the service we received at this awesome hotel. No loud parties like other hotels in this area. You are close to the best shopping and right on Waikiki Beach. Tour pickups close and no lack of amenities at the hotel either. The pool is large and very clean. Enough loungers to go around and very modern equipment. 
The restaurant’s were excellent too. 
Breakfast included at the buffet restaurant is the way to go as it saves you $ in the long run and you pop downstairs get a table and select what you want from the buffet. Or you can go to another and order off the menu. 
Room service was swift. 
Room attendants were very particular and did a wonderful job. 
This is by far the best hotel I have stayed in worldwide including through Asia, Australia and North America. 
All I can say is WOW take me back!!","Date of stay: August 2022","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-112","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Maryanne H","Dana Point, California1 contribution","The best hotel in Waikiki","Halekulani is casual luxury tucked within Waikiki.  This was my second visit and they did not disappoint.  The service, food, cleanliness, accommodations are all top notch.  If you are comparing this along with another hotel....this would be my recommendation.  We have stayed in many of the hotels along Waikiki and this by far is my favorite and will continue to come here.","Date of stay: August 2022","null","ui_bubble_rating bubble_50"
"1665326404-113","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Z M","2 contributions1 helpful vote","Great Accommodations","Beautiful, extremely clean hotel/room. Very quiet which is not easy to do in Waikiki. The valet provided water and towels for day exertions which was very convenient. The staff are very friendly and attentive. Great service. The rooms are on the smaller side. The pool closed at sun down which was inconvenient and no hot tub. Also there is no beach with chairs in the front of the hotel but beach is about 5 minutes away (through Sheraton hotel) where you can rent chairs. For a quiet, luxurious stay, I really recommend it.","Date of stay: August 2022","Trip type: Traveled with family","ui_bubble_rating bubble_40"
"1665326404-114","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Paddock_Rat","Joplin, Missouri118 contributions173 helpful votes","World Class on Waikiki","In a few words, without a doubt, this is Honolulu’s finest. The Halekulani provides a unique 5-star experience in a traditional Hawaiian location that for the most part has gone mid-range in recent years. Most of the new luxury resorts are now located on the other islands. But if you want to spend a few days on historic Waikiki Beach at the highest level of accommodations and service, the Halekulani is The Place. We chose the Halekulani to celebrate our 50th Anniversary, as the original ceremony also took place in Honolulu. It was a good choice.

At the top of its room selection, the Halekulani offers three absolutely beautiful Premier Suites, each 2100 to 2500 sq. ft. They are located in a very private connected but separate area of the hotel, closest to the water with great views of Diamond Head and Waikiki beach. Each suite has its own dedicated butler (sole duty is to take care of their assigned suite). The butlers each have a desk a few feet from the door of their assigned suite. We found this a bit “too close,” and after the first day, requested this service be discontinued. A rare level of service, just not us. 

We stayed in the Orchid Suite, on the ground floor with a small but very nice private lawn. The Royal and the Halekulani suites occupied the two floors immediately above. Included in each are three large rooms: a living room and well equipped kitchen; a large bedroom; and a very nice, spacious TV room and office.  The audio for our large flat screen television was a top drawer MacIntosh integrated amplifier and speaker system. Surely not typical hotel stuff.

A real test came early on when we experienced difficulty with controlling the air conditioning system. The three thermostats each had a mind of its own. We reached out and Setsu Nakamura, a Guest Services Manager, responded immediately. She handled the situation promptly and more important, very graciously. 

Yes, indeed, the Halekulani is a 5-star experience on par with the best in the world. In fact, my biggest concern is how this experience has spoiled the two of us.

A tip: when booking online, the Premier Suites show no availability. The site doesn't reveal that to book, a call to the hotel is required.","Date of stay: August 2022","null","ui_bubble_rating bubble_50"
"1665326404-115","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","ckkgourmet","New York City, New York14 contributions21 helpful votes","perfection","There is probably no more perfect resort in the entire world than the Halekulani where elegant, understated taste meets impeccable, old world service in the middle of buzzing Waikiki. The beauty of the hotel's manicured gardens, ikebana flower displays, and warm woodwork is complemented by the perfection of its service, especially the rigor of its servers at its restaurants, who have the precision of the staff of Downton Abbey. It is a strange and wonderful thing to look across Waikiki Bay towards Diamond Head while having waiters in white tuxedoes deliver your elaborate breakfast, or to watch the live evening hula shows with a pina colada under the hotel's ancient, storm battered kiawe tree. You know that magic like this--on a beach--happens almost nowhere else. For comparisons, you'd have to look to the grand hotels of the French riviera or the Italian South, and even then you might well prefer the Halekulani. Long may it remain!","Date of stay: August 2022","null","ui_bubble_rating bubble_50"
"1665326404-116","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","tonnie m","10 contributions1 helpful vote","Exceptional","My last visit was with my mother in 1988. This was a spur of the moment trip and we chose the Halekulani as our friend was performing there Friday night. From the moment the car picked us up from the airport to the check in to the fabulous room and view to the spectacular pool to the live music at House without a Key to the delicious dinner at Orchids every detail and every staff member made us feel special. I have booked my next visit already! Mahalo, mahalo!!","Date of stay: August 2022","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-117","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Yuko T","1 contribution","Perfect","The hospitality of all staff members was excellent.
They perfectly adapted for a family member with disabilities at a hotel room,restaurants and any other places.We all had a wonderful experience at Halekulani.","Date of stay: August 2022","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-118","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Lynn L","2 contributions","Perfection!","I cannot say enough wonderful things about Halekulani and their team. From check-in to check-out, they are the definition of superb service. I love how in the midst of the crowds of tourists at Waikiki beach you can find such serenity and peace. The rooms were spacious and clean. House Without a Key has breathtaking views and delicious food. The Spa was excellent. Keep up the good work Halekulani, you're worth every penny!","Date of stay: July 2022","null","ui_bubble_rating bubble_50"
"1665326404-119","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","mkd_travelmania","NYC1483 contributions181 helpful votes","Great hotel, wonderful stay.","Lovely hotel. Just got renovated and everything was perfect. The rooms were spacious, super comfortable, beds and sheets were super soft, dreamy. We had a gorgeous partial view of the ocean and Diamond Head crater. The staff was gracious and welcoming everywhere in the hotel. The beach is an easy access but you have to remember to bring your room key with you (they have a door to prevent people from outside the beach access the hotel which is smart). The grounds are beautiful and well kept. The attention to detail was great. Lovely stay.","Date of stay: August 2022","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-120","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Traveller Dog","Honolulu, Hawaii3 contributions1 helpful vote","The Best","The best amenities, and relaxed calming environment, amid the fabulous shopping and scenery in Waikiki.  Staff very attentive, treating guests in a friendly and highly professional manner.  Our rooms had the diamond head views, which I highly recommend.  Best restaurants and nightly entertainment, all in one beautiful venue.  We took advantage of concierge coordinated tours to special sites on Oahu, that will educate, adding richness to your visit.  This is a special place.  We will return here again!","Date of stay: August 2022","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-121","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","James L","2 contributions","Paradise. An absolutely great place.","Stayed for our honeymoon. Amazing facilities, staff, and just an amazing experience. Fantastic place to stay. Orchids is an amazing restaurant and the staff goes out of their way for you. Check in and check out process is easy but thorough and they make you feel like you're the only one staying there","Date of stay: August 2022","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-122","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Nichole W","2 contributions","Book Now if going to Hawaii !!","This hotel is everything and more! Everything was perfect from the pool to the food and staff could not be any better! Will definitely be back!! I loved the breakfast buffet, the small notes they leave in ur room in the evening and really enjoyed the live entertainment every night with Hawaiian stories and hula dancer ! Such a wonderful place to share memories with your family!","Date of stay: August 2022","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-123","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","sfglobetrotter","San Francisco, California4 contributions1 helpful vote","Simply the Best","The Halekulani is an amazing hotel. The location is perfect, the rooms are lovely and the service is first rate. The breakfast buffet at House Without a Key is the best breakfast on the island. The Halekulani also offers great amenities for guests at various museums including Iolani Palace.","Date of stay: August 2022","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-124","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Ellen A","1 contribution","Halekulani Hotel","Excellent! Beautiful accommodations! Great restaurants and amazing friendly staff! First time in Waikiki and  it was the nicest hotel I saw on the beach!   I had two massages while staying there and they were amazing!","Date of stay: August 2022","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-125","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","ptso2019","3 contributions1 helpful vote","Great hotel with great service and food","One of the best hotels in Honolulu. The overall service is excellent and people are super friendly. The Le Mer restaurant and its bar program are both wonderful. The location is very central and a great home base to explore Honolulu.","Date of stay: August 2022","null","ui_bubble_rating bubble_50"
"1665326404-126","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","M A","4 contributions1 helpful vote","Perfect!","The most perfect stay from the moment we arrived - service, rooms, food, drinks. The pool area is unbelievable and little private beach feels so exclusive. We spent our days lounging in the pool area, able to order drinks and food as needed and diving into their beautiful pool. At night, we often found ourselves at the hotel’s restaurants rather than venturing further - everything was too perfect to leave!","Date of stay: August 2022","Trip type: Traveled with family","ui_bubble_rating bubble_50"
