reviewid,rating,title,review,review_date,stay_date,trip_type,room_tip,origin
778583355,50,Amazing B&B,"Loved our stay here for the Thanksgiving holiday weekend. The rooms were amazing, the breakfast was delicious, the grounds, hot tub and the pool were so nice. The location was perfect. Highly recommend!",Dec 2020,November 2020,Traveled as a couple,,"Philadelphia, Pennsylvania"
751488944,50,Hawaiian Paradise,"This was our 4th time staying at the Holouloa Inn and look forward to a return visit. This is paradise with pleasant staff, Hawaiian culture, fantastic garden, and wonderful daily breakfasts from garden",Mar 2020,March 2020,,,"Washington DC, District of Columbia"
750475106,30,Not,"We returned to the Holualoa recently after a 10 year absence. We felt lucky to get a room for the last night we were going to be on the BI. Our accommodations were very nice, but too close to the driveway and road (noisy), also attention to detail has diminished, we discovered mold in the water pitcher and several glasses looked like they had been stored unwashed. Yes, I might be picking nits but for the money spent, I think everything should have been perfect. It was also disappointing to see that smoking is allowed on the premises as the overflowing ashtray in the gazebo attested to.  I will say that the grounds are still stunning and the breakfast was delicious.",Mar 2020,March 2020,Traveled as a couple,,"Paauilo, Hawaii"
747995216,50,Incredible stay in paradise,We stayed three nights at Holualoa Inn and it was amazing! The property is a paradise with lots of space for the guests. We have booked the Hibiscus Room which has a fantastic view torwards the shoreline. The staff is super friendly and the breakfast is delicious. I can also recommend the lunch package which is very tasty. All in all one of the best places on Big Island. Thanks again to all Innkeepers.,Feb 2020,February 2020,Traveled as a couple,,
747187213,40,Located up the slope for a quiet experience,"A clean and well managed place. We booked late so we had to move 2 times during the 5 days stay but it was worth it. Well prepared breakfast served daily will accommodate your dietary needs. All rooms were clean and well appointed for an Inn. One complain if that is one, walls are very thin so you may be sharing some of your neighbors experiences. Staff is friendly and accommodating- will visit again when on the Big Island",Feb 2020,February 2020,Traveled as a couple,,"Park City, Utah"
746394315,50,Big Island Memories,The Inn is so secluded and tranquil. The perfect place for much needed R and R. We stayed in the cottage which was perfect in every way. I’ll definitely be delighted if I get to return.  Loved the breakfast served every day with the amazing views. Go here if you want to be away from the hustle and bustle of Kona. The town of Holualoa is quaint. We ate several times at the cafe.,Feb 2020,February 2020,Traveled as a couple,,"Oklahoma, United States"
746386078,50,Absolute Bliss!,"We were thrilled to have discovered this little gem on the big Island! Our room was comfortable and well appointed, and the grounds serene and unspoiled. The staff was friendly and accommodating. Snorkel gear, boogie boards, beach chairs and towels were all provided.",Feb 2020,February 2020,,,
745281142,50,Peaceful B&B in artist community,Wonderfully decorated and appointed Inn with many galleries and restaurant nearby. Close to many attractions yet away from it all. daily extensive breakfast provided along with fresh fruit from garden. Even smaller rooms are quite spacious.,Feb 2020,February 2020,,,
745021978,50,Wonderful and serene lodging,"Our stay over Christmas in 2019 was our second time there. It took us a couple of years before we could get back, and it was just as terrific as the first time. The location is very tranquil, very zen like, which is a rare counterpoint to the usual hectic scene at most Hawaii resorts. The breakfasts are exceptional, each plating uniquely visual as well as delicious. Don't miss going to the nearby restaurant Holuakoa Gardens & Cafe. Terrific for lunch and dinner - a long walk or a short drive away. And much much closer than any other quality dining options. I look forward to our next opportunity to stay there, but alas, that will probably be in a couple of years.",Feb 2020,December 2019,,,"Houston, Texas"
744188754,50,Magical place,"We have stayed here 3 times and each time was wonderful. It could not be more peaceful and welcoming. The staff is fantastic and the breakfasts are delicious. A beautiful plate of fresh fruit and then creative main. Coffee is superb.    Overall, a lovely place.",Feb 2020,January 2020,,,
740873831,50,Best of the big island.,"If you want a 5-star experience in a shopping mall, check out the Fairfield or the Four Seasons. If you want a 5-star stay in the serenity of the Hawaiian hills on a gorgeous property that is still an easy drive to everything on the island, choose the Holualoa.",Jan 2020,January 2020,Traveled as a couple,,
740867095,50,Excellent stay,"The rave reviews for this place are deserved. The property is so lovely that it’s hard to work up the energy to leave it. The only thing that would improve it is an espresso machine on site. Never fear, though, there’s a coffee shop right up the hill that opens at 630 am. Be sure to eat at the restaurant affiliated with the coffee shop. We ate lunch there 3 times—best food on the island.",Jan 2020,January 2020,Traveled as a couple,,
738363419,50,Perfect.,"This was the most peaceful and perfect stay we could have imagined! The staff was absolutely Lovely! Having experience in hospitality I can say without question that these people get it. Our room was adorned with fresh flowers and clean. The views from the terrace...breathtaking. Everyone we had the pleasure of meeting guests and staff alike made this trip one of the most pleasurable and memorable. We were given excellent recommendations for romantic dinners, private beaches, and must see areas. The staff booked all of our tours for us taking all hassle out of the equation. Our breakfasts were fresh and delicious! I can not recommend this location enough...Yes, yes, yes.",Jan 2020,October 2019,,,"Micco, Florida"
736592367,50,Honeymooners Heaven,We very much enjoyed our stay at the inn. It is a beautiful property. We loved our cottage which was a home away from home. The concierge was able to set us up with excursion activities which were excellent. The breakfast was wonderful. Our massages were amazing. The view is spectacular. It was truly a great vacation.,Jan 2020,December 2019,,,
734807337,50,Second time,We love the Holualoa Inn! Stayed there in 2008 and again last week. We really liked the new spa and the new landscaping. Staff is friendly and very helpful and accommodating in every way. We will definitely visit again. Mahalo.,Dec 2019,December 2019,Traveled as a couple,,"Seattle, Washington"
733793719,50,The Art of Holualoa,"Room, garden, and location couldn't be better. Away from the noise of the commercial part of Kona, with a stunning view of the great Pacific. We bought an fine, small ceramic vase at Studio 7 Art Gallery a 5 minute walk from the Holualoa Inn. There are fine art galleries all around the Inn. Great Japanese food in the area. Seiji's in Kailua is great.",Dec 2019,December 2019,,I like the Pacific side best.,"Seattle, Washington"
731167902,50,Paradise,"This is a gem. We returned for a second time and will be back. 5 star accomodations, service, tranquility. We had a couple's massage and it was the best I have had. Wild turkeys and pigs on the property take getting used to in the mornings... the sounds of nature become very enduring....",Dec 2019,November 2019,,"Wonderful Hidden Gem in Kailua-Kona, HI",
725705880,50,It's all true,"Heavenly! From the friendly, warm welcome to the exquisite grounds and gorgeous inn, it's not possible to improve a thing, the photos do not do it justice. We stayed in the Gardenia suite for 4 nights, between the comfortable sitting room with spectacular ocean views and the bedroom (complete with balcony) we had 270 degree views of the Kona coast around to the coffee plantation. Breakfast was always a delicious surprise, always starting with beautiful fresh fruit. We walked to dinner at nearby Holuakoa Gardens 2 nights (great food), and took advantage of the completely outfitted guest kitchen (next to the pool) 2 nights, grilling our food and meeting other friendly travelers. The pool was so appreciated after a day out, and the sunsets can't be beat. The entire staff is knowledgable and so genuinely nice. Wish it were closer!",Nov 2019,October 2019,,"Rooms upstairs are quieter, ocean views delightful.","Johns Island, South Carolina"
723852795,50,Amazing trip,"We absolutely loved staying here. It is incredibly convenient to the park, and you feel like you are staying in the absolute wild because the rooms look right out into trees and forest. Highly recommend!",Nov 2019,October 2019,,,"Brooklyn, New York"
723804167,50,NA,"Holualoa Inn is an oasis on Hawaii Island! Beautiful and peaceful, most relaxing! Breakfasts were refreshingly healthy using first local ingredients. We are golfers and there are also lots of golf courses on the Kona side of the island. Would visit again!",Nov 2019,October 2019,Traveled as a couple,,"Aiea, Hawaii"
721862547,50,Great Stay,"Just a really nice place run by a team of nice people. All the other guests were also very friendly.    Cool location, nice little town with stunning views. Stayed in the Room with private garden and hot tub but actually preferred the communal areas.    Food superb.    The property itself is simply amazing, beautiful building which would provide inspiration for design for anyone building a forest home or retreat.    Overall great.",Oct 2019,October 2019,,,
721072116,50,Had to come back!,"We came back 2 years letter to celebrate work/birthday/anniversary milestones. Asked for the same room. Just as beautiful-we love the combinations of beautiful wood throughout, calmness of the inn, and beauty and views of the ocean and valley/city below. The weather was a bit damp, so we enjoyed our happy hour overlooking the pool, city, ocean, from rockers in a covered viewpoint upstairs. The brunch prepared by Gabriella was wonderful and beautifully presented. The poolside level recreation room is very local ambiance furnished, and has games, books, TV and a small kitchenette for prepping your own apps and drinks.  We love it! It's about a 15 minute drive winding down to Kona.",Oct 2019,October 2019,,Ocean or garden view are both very zen.,"Lake Oswego, Oregon"
718909406,50,Simply wonderful,"Like everyone else, we give this Inn five stars because it is such a special place. If you want beaches and a restaurant and a bar, don't come here; it has none of these (although the breakfast is wonderful). What is does have is seclusion, fantastic views, an amazing house and fabulous furniture, helpful staff and a chance to do something totally different from the ordinary in Hawaii.",Oct 2019,October 2019,,,
691450465,50,Wonderful B&B experience,"Immaculate property, gourmet food and all the amenities one desires. The views and zen-like atmosphere were perfect. I had two massages and both were outstanding. The beds were comfortable and the rooms spacious. Loved it!",Jul 2019,July 2019,Traveled as a couple,,"San Francisco, California"
682461025,50,A Hidden Gem,"If you are looking for an intimate, low key but upscale property the Holualoa Inn has it all. Located in the foothills above Kailua, the Inn is situated in the small artist community of Holualoa and affords a commanding and beautiful view of the ocean. Within walking distance of the Inn is an excellent restaurant and cafe, a mini-mart, and post office. Strolling along the road there are quite a few art galleries to visit, featuring local Hawaiian work.    Holualoa Inn is conveniently located to many restaurants, shops and beaches within a 10 to 15 minute drive. It is an easy and even scenic commute from Kona airport to the Inn, with the trip taking about 25 minutes.    Holualoa Inn is managed by a great team, all very approachable and responsive. The Inn is impeccably maintained. All accommodations and common areas are open air (no air conditioning) but with the trade winds was comfortable throughout our stay.    Breakfasts were delicious, using local fare and varied each day. The kitchen was quite accommodating for special diet requests and if you are a coffee lover, you are in for a real treat, as the coffee beans used are grown on their own property.    We stayed at the Darrell Hill cottage, which is set a bit apart from the Inn. This cottage, named after a well reputed local artist, has a full and well stocked kitchen along with all the other amenities of a large hotel suite. We loved waking up to the birds and roosters and appreciated the yoga mats provided, which we used each morning on the verandah.    The Inn has a lovely pool area with another terrific view of the ocean. Around the pool are assorted and comfortable seating and lounge areas, providing both sun and shade. When the clouds roll down the mountain, usually by late morning, head down to the many beautiful beach areas. The Inn has umbrellas, beach chairs and even a cooler to lend. Don't forget to check out the hot tub -- set apart from the pool in a covered area, it affords another wonderful place to relax and take in the beauty of the Big Island.    There are many small details and touches that make the Holualoa Inn special, just a few noted above. It was the perfect place to celebrate our 40th Wedding Anniversary. Thanks to everyone at Holualoa Inn for their care and attention to all our requests. It made for a very special visit and we look forward to returning in the years to come!    Susan and Richard B",Jun 2019,June 2019,Traveled as a couple,,"Palm Springs, California"
680267157,50,Wonderful,We loved it - cabin was great. Service at Inn was wonderful and the breakfasts were best ever. Such a unique experience!! Liked being up in mountains and easy drive to Kona and all restaurants and shops.,Jun 2019,June 2019,Traveled as a couple,,"Louisville, Kentucky"
676293302,50,We can recommend the Holualoa Inn with full conviction!,"Always expect the unexpected and you will get the best - and that's what happened to us at the Holualoa Inn! What a dream, if after a long journey from Europe you can fall into the most comfortable bed (Gardenia Suite) and enjoy a unique view over Kona. The approach to the very clean and well-maintained property, the warm welcome, the interesting tour of the house and the entry of your own room for the next 4 days - unique and simply great! Breakfast was a special culinary surprise every day and also our daughter could look forward every morning to a great muesli. Many brochures and suggestions for excursions are on and you can easily stock up on beach equipment and make a wonderful day on the island. Pool & hot tub were also used in the rain and apart from the rather unemotional farewell we can recommend the Holualoa Inn with full conviction!",May 2019,April 2019,Traveled with family,Gardenia Suite,
667645955,50,Lucky Find on the Big Island,"After planning never to return to the Big Island, I signed up for a seminar which brought me back. This Bed and Breakfast was fantastic all around - food, accommodations, lush landscaping, wonderful views, housekeeping, you name it, all top notch. Majority of rooms were located in the main building but we stayed in the Red Barn which was a free standing studio up the drive, but still walking distance. Very secluded, with two balconies, a small kitchenette and ocean views from everywhere, including the bathroom :) The location was great, being a bit up the hillside and we did not miss being near the water at all as we had excursions which provided plenty of that. There was a nice restaurant which was also walking distance for lunch/dinner. I very much recommend this Inn. All the other guests agreed we were all lucky to have found it. Aloha.",Apr 2019,April 2019,Traveled as a couple,Ocean Views are lovely but I don't think you can go wrong as there are so many common area...,
665756451,50,Big Island Perfection,"We just returned from 4 nights. What a beautiful and perfect place from which to explore the big Island. Delicious breakfasts, snacks, hot tub, pool. We kept being inspired by the attention to detail. Great suggestions (and directions) for activities. The little village of Honualoa is also lovely (and a 2 minute walk). The staff is really incredible. They continually went above and beyond. Our favorite part may have been getting to know fellow travelers over breakfast. Really special. We will be back.",Apr 2019,April 2019,Traveled as a couple,,"San Francisco, California"
661940770,50,AMAZING,PERFECTION. I just spent 4 days there for my birthday with my husband and everything was perfect. The staff were so friendly and helpful. The breakfasts were so delicious and the view was stunning. I did not want to leave and am already planning when I can come back with my family. Thank you Holualoa Inn for making this the best birthday I ever had.,Mar 2019,March 2019,Traveled with family,Gardenia has an amazing view,
660226277,50,A simply wonderful stay at the Holualoa Inn.,"I can't highly enough about our stay and the staff who looked after us last week.  Calling this place an Inn, almost under sells how rejuvenating a place this is. A very comfortable room, quiet & peaceful, with an amazing view from the small pool. Beautiful grounds to explore and delicious breakfasts. The 4pm cold drink and snack served everyday was a lovely touch and really helped us relax and enjoy this place to the full. We truly cannot wait to go back. Not something we say about many places we've had the great fortune to stay at.  Thank you all for being such amazing hosts.  Steve & Sarah.",Mar 2019,March 2019,Traveled as a couple,,
658517760,50,Lovely spot high above Kona,"We had 3 nights on Holualoa and would return again. Everything was beautiful, the views, the furnishings, the room and more. Staff were very welcoming and attentive. The inn was a former kama'aina home and well designed to take advantage of the trade winds. It never smelled mildewed or damp as often happens in this humid climate.",Mar 2019,March 2019,,,"Seattle, Washington"
657684204,50,"Beautiful, clean, wonderful breakfast","Fantastic view overlooking the ocean! Fabulous breakfasts; sparkling clean grounds and rooms; friendly staff; amazing amenities: snorkeling gear, beach chairs, beach towels; fantastic hot tub and pool.",Mar 2019,March 2019,Traveled as a couple,use the provided ear plugs if the roosters are active in the early morning!,Utah
657423845,50,Feels like home,"What a dream the Holualoa Inn is! From the moment you check in, this place feels different. It's a former private residence and you are encouraged to make yourself at home. We stayed in the Hibiscus room for 4 nights and moved to the Coffee Cherry room for our final night as Hibiscus was already booked. Both rooms were very comfortable although we definitely preferred Hibiscus. Coffee Cherry has a private hot tub and quiet garden sitting area toward the back of the hotel. Hibiscus has unparalleled views over the island and the most comfortable bed we've ever slept in. Picture sleeping in a cloud and you would be pretty close to the comfort level! The bath products were delightfully citrus-y, we wished we could bring them home with us. The hotel has it's own coffee and is available for your drinking enjoyment all day, unfortunately we only had room in our suitcases for one bag of beans. The communal breakfast situation is not our preference, but the views over the island and the delicious food make up for the lack of private dining. The hotel replenishes your beach towels every day and also provides free guest laundry facilities. We thought ""who wants to do laundry in Hawaii??"" but in the end, we actually used the facilities as our trip was only half over when we (sadly) left Hawaii. There is also a BBQ grill and fridge for guest use, we considered getting some lovely fish to grill, but ran out of time. The hotel also provides snorkel and beach equipment (chairs, etc.), which is something we wished we had known about before dragging our snorkel equipment across the country (and then some). We could have left them at home and had room for more coffee! There are not too many dining options up in the village of Holualoa, however it's not a big deal to drive into town for food. We would 100% return to Holualoa and have already recommended it to our friends and family. It's not a budget choice, but you will not regret the stay one bit.",Mar 2019,February 2019,Traveled as a couple,Hibiscus has panoramic views over Kona,"Clearwater, Florida"
657382092,50,Paradise,This was our 3rd visit and it was just as memorable as the others. The Inn is a wonderful and peaceful place to stay. It is top notch! The staff are wonderful and always want to do more to make one feel comfortable. The chef prepares unique and superb breakfasts every morning. There are delicious snacks every afternoon. The grounds are well manicured with hawaiian trees and vegetation. The facility is immaculate. We look forward to our next stay!,Mar 2019,March 2019,Traveled as a couple,,"Washington DC, District of Columbia"
656169626,50,Excellent Hotel on the Big Island,"My wife and I recently spent a week at the Holualoa Inn. We had high expectations from the recent New York Times write-up and the the hotel website. We were not disappointed. The hotel is located about 10 min from Kailua-Kona and just under half an hour from the Kona airport on the west (dry) side of the big island. The location is close enough to be convenient for day trips but removed from the tourist bustle of Kailau.    The provided breakfast is excellent with fresh fruit and a variety of warm options that were not repeated during our stay. Additionally, the hotel staff was very considerate of our dietary restrictions. Being on a coffee plantation, the Kona coffee was needless to say excellent. You also have access to more beans in your room if you feel like more later in the day. The light snack provided later in the day (4PM) is also a nice touch.    We spent the first 6 days of our stay in the (Darrell Hill) Cottage. This offers excellent privacy without walls adjoining other guest suites. There is also ample room for 2 people with a changing room and large wrap around porch with excellent elevated ocean view. There is also a large private kitchen and grill. We really appreciated not having to go out to eat every night and were able to stay in several evenings and enjoy the view.    The last night we stayed in Hawaii the collage was booked so we stayed in the Plumeria suite which we would also recommend. It was next to the shared kitchen facilities on the first floor and the beautiful tiled pool. Given that it was on the first floor the view was less impressive but still offered excellent accommodation at a slightly lower price point. Also light sleepers might want to consider a suite in the main building as there is significantly less road/nature noise. While my wife found the feral roosters charming I was not equally enamored, though this is largely out of the hotel's hands. The rooms were both spotless, all the more impressive considering the tropical location. Highly recommended.",Mar 2019,February 2019,Traveled as a couple,,"Copenhagen, Denmark"
654109584,50,Bliss on the Big Island,"Everything about the Holualoa Inn was special. It's a small property (not many rooms) so they really treat you like family. The coffee is fantastic estate-grown Kona (they have 30,000 trees!). Breakfasts were prepared for us and served in the beautiful dining room, high over the ocean. There was a artistically tiled pool (a little chilly to swim on our visit in February) and also a hot tub, all with expansive views of the coastline below. There was a guest kitchen for our use so we could grill some Ona Salmon for dinner one evening. They also had snorkel and beach gear available for the guest's use, which made our trip complete (go to Two Step if you can!). We were only able to stay for two nights but it was so perfect and we would love to return.",Feb 2019,February 2019,Traveled as a couple,,
651366266,50,A gem,"We booked the red barn for four nights, and our stay was near perfect. The room was equisite and enormous—I doubt we would have found anything nicer anywhere on the island. The details were superb, from subtitle architectural flourishes to gorgeous wood floors to incredible creative breakfasts served daily. A true zen feel; we felt fortunate that we were welcome there with small kids. Truly, we were made to feel welcome from the first moment to last, including when some last minute construction nearly caused a major damper on our stay. But this is where the attention to detail comes in—not only did I receive a call from the owner herself after my complaint but she went to incredible lengths to make it right. Cannot wait to come back and stay longer. Thank you Holualoa Inn.",Feb 2019,February 2019,Traveled with family,,"Brooklyn, New York"
645926706,50,A little slice of paradise,"We stayed here for 4 nights in January to end our vacation trip around a couple of Hawaiian Islands. It was a bit of luxury to end the trip, as it was rather expensive we thought per night. However the privacy, service and views that you get are second to none. It's worth spending the extra money to stay here.    We would definitely return here again, but we would choose a different room as our Plumeria Suite was on the ground floor underneath where the breakfast was served so we were woken up at 6.30am every morning by people walking on the wooden floor above us which was a shame. The suite is also not very private as people walk past all the time, so you have to draw the blinds when you get out the shower etc. lastly, the bed frame is a very odd shape and it is larger than the mattress, which lead to both my wife and I to hit our ankle bones on the frame multi times; and trust me it hurts! Other than that the room was lovely, and as it is a suite you get an extra room to relax in and watch TV. The huge shower was gorgeous and you got fresh towels and beach towels every day.    The grounds are delightful - 30 acres to wander around with a map and we did just that - looking at the various fruits and coffee trees. It is a very quiet area and an oasis from the busier towns nearby. There is a family room where you can hang out to make food, and there is cutlery and plates and a microwave. There is also a room where you can use a washing machine and dryer to wash your dirty clothes which was very helpful.    The staff are very helpful and they are on site from morning until 6pm. After that there is a phone number incase you have any issues.    The cons (and they aren't huge) are that the pool is not heated so it was freezing cold. I managed to get in it once, but apart from my wife, I didn't see anyone else brave it for the whole 4 days we were there! That was a real shame as the pool is gorgeous and a big draw to booking it.    I personally disliked the communal tables for breakfast and having to make small talk with other guests - it's just not something I personally want on holiday. However the breakfasts were amazing, but you don't get any input to what you are eating and one day I got an egg dish which I couldn't stand so went hungry that morning.    The parking on site is tight, so much so that one of the other guests managed to unfortunately reverse into our parked SUV one day trying to turn his large SUV round in the small space. That was an event we could have done without so be warned!    In spite of this slight issues, it really is the most delightful place to stay and I would go back in a heartbeat. Book it today - you won't regret it!",Jan 2019,January 2019,Traveled as a couple,,London
